1194728105, 2, , <UNAVAIL>, NAVOS, , , , , , , HIGHLINE WEST SEATTLE MENTAL HEALTH, 4, , , , , , , , PO BOX 46420, , SEATTLE, WA, 981460420, US, 2069337214, 2069337005, 2600 SW HOLDEN ST, , SEATTLE, WA, 981263505, US, 2069337214, 2069337005, 05/23/2005, 09/12/2017, , , , , JOHNSON, DAVID, MARVIN, CEO, 2069337225, 101YM0800X, 048, WA, Y, 251B00000X, , WA, N, 261QR0405X, , WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , ED.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1740288265, 2, , <UNAVAIL>, CASCADE SURGEONS, , , , , , , , , , , , , , , , 875 WESLEY ST, SUITE 230, ARLINGTON, WA, 982231613, US, 3604356097, 3604351871, 875 WESLEY ST, SUITE 230, ARLINGTON, WA, 982231613, US, 3604356097, 3604351871, 07/08/2005, 07/08/2007, , , , , SCOWN, FRANCES, ANNE, OFFICE MANAGER, 3604356097, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7029671, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1134127657, 2, , <UNAVAIL>, INLAND NORTHWEST SURGERY CENTER LLC, , , , , , , FAMILY FOOT CENTER, 3, , , , , , , , 526 N MULLAN RD, SUITE A & B, SPOKANE VALLEY, WA, 992062407, US, 5099242600, 5099269865, 526 N MULLAN RD, SUITE A & B, SPOKANE VALLEY, WA, 992062407, US, 5099242600, 5099269865, 07/08/2005, 10/18/2011, , , , , HAMMER, THOMASIN, K, CO-OWNER, 5099242600, 213E00000X, P000000333, WA, Y, 213E00000X, P000000388, WA, N, 213E00000X, P000000698, WA, N, 261QA1903X, 6011706837, WA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7127533, 05, WA, , DD3019, 01, WA, RAIL ROAD MEDICARE, 0143764, 01, WA, LABOR INDUSTRIES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , DPM, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1407854953, 2, , <UNAVAIL>, SNOHOMISH HEALTH DISTRICT, , , , , , , , , , , , , , , , 3020 RUCKER AVE, , EVERETT, WA, 982013900, US, 4253395210, 4253395216, 3020 RUCKER AVE, SUITE 308, EVERETT, WA, 982013900, US, 4253395210, 4253395216, 07/08/2005, 10/10/2007, , , , , GOLDBAUM, GARY, M., HEALTH OFFICER, 4253395210, 251K00000X, MD00023980, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5900923, 05, WA, , 7099922, 05, WA, , 7098130, 05, WA, , 7408404, 05, WA, , 7407869, 05, WA, , 7407885, 05, WA, , 7408362, 05, WA, , 7408370, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, , , , , , , , , , , , , , , , 
1508864935, 2, , <UNAVAIL>, RON HAYES & ASSOCIATES INC, , , , , , , CAREAGE OF WHIDBEY, 3, , , , , , , , 311 NE 3RD ST, , COUPEVILLE, WA, 982393427, US, 3606782273, 3606780510, 311 NE 3RD ST, , COUPEVILLE, WA, 982393427, US, 3606782273, 3606780510, 07/10/2005, 09/10/2009, , , , , JORGENSEN, LIZ, , ADMINISTATION, 3606782273, 314000000X, 1094, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4110946, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1033117338, 2, , <UNAVAIL>, BOURGET HEALTH SERVICES INC, , , , , , , PATHOLOGY ASSOCIATES MED LABORATORIES, 3, , , , , , , , 110 W CLIFF DR, , SPOKANE, WA, 992043638, US, 5097558600, , 110 W CLIFF DR, , SPOKANE, WA, 992043638, US, 5097558600, , 07/11/2005, 02/08/2008, , , , , ROGERS, KURT, , CFO, 5097558600, 291U00000X, MTS-0416, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7010937, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1588662761, 2, , <UNAVAIL>, KING COUNTY PUBLIC HOSPITAL DISTRICT NO. 2, , , , , , , EVERGREENHEALTH HOME CARE, 3, , , , , , , , 12040 NE 128TH ST, MS #103, KIRKLAND, WA, 980343013, US, 4258993300, 4258993058, 11800 NE 128TH ST STE 200, , KIRKLAND, WA, 980347211, US, 4258993300, 4258993058, 07/12/2005, 03/23/2017, , , , , MALTE, ROBERT, , CEO, 4258992610, 251E00000X, 507079, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, KING COUNTY PUBLIC HOSPITAL DISTRICT NO. 2, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1467450569, 2, , <UNAVAIL>, HUMAN SERVICES COUNCIL, , , , , , , , , , , , , , , , 201 NE 73RD ST., SUITE 101, VANCOUVER, WA, 986658345, US, 3606946577, 3606946716, 201 NE 73RD ST., SUITE 101, VANCOUVER, WA, 986658345, US, 3606946577, 3606946716, 07/12/2005, 01/11/2011, , , , , KUHN, COLLEEN, M, EXECUTIVE DIRECTOR, 3607355711, 347E00000X, 600647162, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1033117270, 2, , <UNAVAIL>, SMC DAY SURGERY, , , , , , , , , , , , , , , , PO BOX 94032, , SEATTLE, WA, 981249432, US, 4252359981, 4252711217, 17910 TALBOT RD S, SUITE 100, RENTON, WA, 980556237, US, 4252359981, 4252711217, 07/12/2005, 10/04/2010, , , , , DOWNS, JULIE, , OFFICE MANAGER, 4252359981, 261QA1903X, , WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1568460707, 2, , <UNAVAIL>, NEUROLOGY & NEUROSURGERY ASSOCIATES OF TACOMA PLLC, , , , , , , NEUROLOGY & NEUROSURGERY ASSOCIATES OF TACOMA INC PS, 4, , , , , , , , 915 6TH AVE, STE 200, TACOMA, WA, 984054682, US, 2534037299, 2534037298, 915 6TH AVE, STE 200, TACOMA, WA, 984054682, US, 2534037299, 2534037298, 07/12/2005, 04/20/2008, , , , , HUDDLESTONE, JOHN, ROBERT, MANAGING MEMBER, 2534037299, 2084N0400X, =========, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7809403, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1952309098, 2, , <UNAVAIL>, FRANCISCAN HEALTH SYSTEM, , , , , , , ST JOSEPH MEDICAL CENTER, 3, , , , , , , , PO BOX 31001-1440, , PASADENA, CA, 911101440, US, 2535737143, 2535737059, 1717 S J ST, , TACOMA, WA, 984054933, US, 2535737143, 2535737059, 07/12/2005, 03/08/2011, , , , , WILCZEK, JOSEPH, W, CEO, 2534266989, 282N00000X, H-032, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3309309, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1730187766, 2, , <UNAVAIL>, LONGVIEW UROLOGY PLLC, , , , , , , , , , , , , , , , 625 9TH AVE, SUITE 120, LONGVIEW, WA, 986323270, US, 3604253720, 3604250090, 625 9TH AVE, SUITE 120, LONGVIEW, WA, 986323270, US, 3604253720, 3604250090, 07/13/2005, 01/23/2013, , , , , LASSEN, PATRICK, M, OWNER, 3604253720, 208800000X, =========, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1093713091, 2, , <UNAVAIL>, ST FRANCIS COMMUNTIY HOSPITAL, , , , , , , FRANCISCAN HEALTH SYSTEM, 5, , , , , , , , PO BOX 31001-1447, , PASADENA, CA, 911101447, US, 2535737107, 2535737059, 34515 9TH AVE S, , FEDERAL WAY, WA, 980036761, US, 2535737107, 2535737059, 07/13/2005, 10/14/2013, , , , , WILCZEK, JOSEPH, W, CEO, 2534266989, 282N00000X, H-201, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3300118, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1689672693, 2, , <UNAVAIL>, SAINT CLARE HOSPITAL, , , , , , , ST. CLARE HOSPITAL, 3, , , , , , , , PO BOX 31001-1454, , PASADENA, CA, 911101454, US, 2535737143, 2535737059, 11315 BRIDGEPORT WAY SW, , LAKEWOOD, WA, 984993004, US, 2533966790, 2533966790, 07/13/2005, 08/27/2014, , , , , WILCZEK, JOSEPH, W, CEO, 2536804002, 282N00000X, H-132, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3300258, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1588662324, 2, , <UNAVAIL>, NORTHWEST HEART & LUNG SURGICAL ASSOCIATES, , , , , , , , , , , , , , , , 910 W 5TH AVE, STE 380, SPOKANE, WA, 992042966, US, 5094560262, 5094625059, 122 W 7TH AVE, STE 330, SPOKANE, WA, 992042349, US, 5094560262, 5094625059, 07/13/2005, 10/12/2007, , , , , COLEMAN, WILLIAM, S., PRESIDENT, 5094560262, 208G00000X, L0501975, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7294903, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1861490633, 2, , <UNAVAIL>, SKAMANIA COUNTY HOSPITAL DISTRICT, , , , , , , SKAMANIA COUNTY EMS, 3, , , , , , , , PO BOX 3510, , SILVERDALE, WA, 983833510, US, 3603947030, 3603947097, 253 SW 1ST ST, , STEVENSON, WA, 986486649, US, 5094275065, , 07/14/2005, 12/28/2015, , , , , NICHOLSON, PATRICK, , CHIEF, 5094275065, 3416L0300X, 30X01, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , P00215101, 01, WA, RAILROAD MEDICARE, 191639800, 01, WA, OWCP-FECA AND ENERGY, 1020839, 05, WA, , 185074, 05, OR, , 0029165, 01, WA, L&I AND CRIME VICTIMS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1225037096, 2, , <UNAVAIL>, WASHINGTON CARE SERVICES, , , , , , , WASHINGTON CENTER FOR COMPREHENSIVE REHABILITATION, 3, , , , , , , , 2821 S WALDEN ST, , SEATTLE, WA, 981446830, US, 2067252800, 2065776298, 2821 S WALDEN ST, , SEATTLE, WA, 981446830, US, 2067252800, 2065776298, 07/14/2005, 11/16/2007, , , , , SIKOV, HELEN, , ADMINISTRATOR, 2067252800, 314000000X, NH 706, WA, N, 314000000X, 1394, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4113940, 05, WA, , 4170601, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1134128911, 2, , <UNAVAIL>, COLUMBIA COUNTY HOSPITAL DISTRICT, , , , , , , COLUMBIA COUNTY HEALTH SYSTEM, 3, , , , , , , , 1012 SOUTH THIRD STREET, , DAYTON, WA, 99328, US, 5093822531, 5093823205, 1012 SOUTH THIRD STREET, , DAYTON, WA, 99328, US, 5093822531, 5093823205, 07/14/2005, 08/27/2015, , , , , HOLTER, LEE, , CFO, 5093822531, 261QR1300X, , WA, N, 282NC0060X, , WA, Y, 282NC0060X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3306008, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COLUMBIA COUNTY HOSPITAL DISTRICT, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1740289560, 2, , <UNAVAIL>, SUNNYSIDE COMMUNITY HOSPITAL ASSOCIATION, , , , , , , ASTRIA HEALTH CENTER, 3, , , , , , , , PO BOX 510, , SUNNYSIDE, WA, 989440510, US, 5092036501, 5092036504, 222 E 2ND ST, , GRANDVIEW, WA, 989301342, US, 5092036501, 5092036504, 07/14/2005, 11/13/2017, , , , , LAWSON, KIM, , BUSINESS OFFICE MANAGER, 5098371617, 207QA0505X, , , N, 207V00000X, , , N, 261QR1300X, , , Y, 363L00000X, , , N, 367A00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , 
1558360024, 2, , <UNAVAIL>, MANOR PARK HEALTHCARE LLC, , , , , , , PARK MANOR REHABILITATION CENTER, 3, , , , , , , , 1710 PLAZA WAY, , WALLA WALLA, WA, 993624362, US, 5095294218, 5095221729, 1710 PLAZA WAY, , WALLA WALLA, WA, 993624362, US, 5095294218, 5095221729, 07/18/2005, 12/16/2013, , , , , BURNAM, SOON, , TREASURER, 9495401249, 314000000X, 1342, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4113429, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1366441834, 2, , <UNAVAIL>, KIN ON HEALTH CARE CENTER, , , , , , , , , , , , , , , , 4416 S BRANDON ST, , SEATTLE, WA, 981182341, US, 2067213630, 2067213626, 4416 S BRANDON ST, , SEATTLE, WA, 981182341, US, 2067213630, 2067213626, 07/18/2005, 10/29/2007, , , , , WAN, SAM, , EXECUTIVE DIRECTOR, 2067213630, 314000000X, 1221, WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4112215, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MSW, , , , , , , , , , , , , , , , 
1790784122, 2, , <UNAVAIL>, THE NEXT STEP A WOMAN'S BOUTIQUE LLC, , , , , , , THE ESSENTIAL WOMAN BOUTIQUE, 3, , , , , , , , 336 S SHERMAN ST, SUITE 'B', SPOKANE, WA, 992021449, US, 5093630100, 5093636500, 336 S SHERMAN ST, SUITE 'B', SPOKANE, WA, 992021449, US, 5093630100, 5093636500, 07/18/2005, 07/09/2007, , , , , HARRELL, MICHAEL, L, TREASURER, 5093630100, 332B00000X, , WA, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1598764920, 2, , <UNAVAIL>, COMMUNITY HEALTH OF CENTRAL WASHINGTON, , , , , , , , , , , , , , , , 501 S 5TH AVE, , YAKIMA, WA, 989023550, US, 5094946700, 5095736275, 501 S 5TH AVE, , YAKIMA, WA, 989023550, US, 5094946700, 5095736275, 07/18/2005, 06/20/2014, , , , , MAPLES, MIKE, , CEO, 5094946700, 207Q00000X, 602254033, WA, N, 261QF0400X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0031820, 01, WA, LABOR & INDUSTRIES, DA3135, 01, WA, RAILROAD MEDICARE NUMBER, 7118276, 05, WA, , 25344, 01, WA, GROUP HEALTH, 8932819, 01, WA, CRIME VICTIM NUMBER, CE0030, 01, WA, REGENCE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1679572036, 2, , <UNAVAIL>, PROFESSIONAL MEDICAL CORP, , , , , , , PROFESSIONAL MEDICAL, 4, , , , , , , , PO BOX 15112, , SEATTLE, WA, 981150112, US, 2063669543, 2063669544, 12733 28TH AVE NE, , SEATTLE, WA, 981254321, US, 2063669543, 2063669544, 07/19/2005, 03/24/2008, , , , , MARASOW, FRUMI, L, PRESIDENT, 2063669543, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9048653, 05, WA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
