1699778704, 2, , <UNAVAIL>, WEBSTER COUNTY MEMORIAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 312, 324 MILLER MOUNTAIN DRIVE, WEBSTER SPRINGS, WV, 26288, US, 3048475682, 3048475985, 324 MILLER MOUNTAIN DR, , WEBSTER SPRINGS, WV, 262881026, US, 3048475682, 3048475985, 05/23/2005, 07/20/2015, , , , , RIFFLE, TINA, LOUISE, CREDENTIALING, 3048475682, 282NC0060X, 1449, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1053679282, 01, WV, NPI, 1255661955, 01, WV, NPI, 1437453719, 01, WV, NPI, 1730415332, 01, WV, NPI, 1639264582, 01, WV, NPI, 1720243769, 01, WV, NPI, 1992078380, 01, WV, NPI, 1174788111, 01, WV, NPI, 1013203058, 01, WV, NPI, 1760776272, 01, WV, NPI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RN, , , , , , , , , , , , , , , , 
1154320869, 2, , <UNAVAIL>, MOUNTAINEER RADIOLOGISTS INC, , , , , , , , , , , , , , , , PO BOX 1111, , CHARLESTON, WV, 253241111, US, 3049511588, , 1306 KANAWHA BLVD E, BUILDING 2, CHARLESTON, WV, 253013000, US, 3049511588, , 07/15/2005, 07/16/2015, , , , , ZEKAN, THOMAS, , PRESIDENT, 3049511588, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1154320869, 05, VA, , 3810006507, 05, WV, , 3810006508, 05, WV, , 001711957, 01, WV, BCBS, 3810002431, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1790784486, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 417 MUD FORK RD, , LOGAN, WV, 256011719, US, 3048554011, 3048557028, 07/15/2005, 01/29/2018, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0031212012, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1235138710, 2, , <UNAVAIL>, PAW PAW VOLUNTEER FIRE COMPANY, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 44 MOSER AVENUE, , PAW PAW, WV, 25434, US, 3049477181, , 07/18/2005, 05/22/2008, , , , , HERRELL, LOUIS, , CHIEF, 3049477181, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, WV, TRICARE, =========00, 01, WV, WV WORKERS COMP, 080244200, 01, WV, BLACK LUNG, =========00, 01, OH, OH WORKERS COMP, 001705614, 01, WV, BLUE CROSS, 406590809, 01, WV, RAILROAD MEDICARE, 0145431000, 05, WV, , 010202248, 05, VA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1659370138, 2, , <UNAVAIL>, PRICHARD VOLUNTEER FIRE DEPARTMENT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 4900 SMITH ST, , PRICHARD, WV, 25555, US, 3044865051, 3044865648, 07/18/2005, 10/17/2012, , , , , ADKINS, BOBBY, , CHIEF, 3044865051, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145444000, 05, WV, , 55000269, 05, KY, , 590005206, 01, WV, RAILROAD MEDICARE, =========, 01, WV, TRICARE, 2552321, 05, OH, , =========00, 01, WV, WV WORKERS COMP, =========00, 01, OH, OH WORKERS COMP, 001705358, 01, WV, BLUE CROSS, 080246000, 01, WV, BLACK LUNG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1164421756, 2, , <UNAVAIL>, MEADOWVIEW MANOR HEALTH CARE CENTER INC., , , , , , , , , , , , , , , , 41 CRESTVIEW TER, , BRIDGEPORT, WV, 263301010, US, 3048427101, 3048427104, 41 CRESTVIEW TER, , BRIDGEPORT, WV, 263301010, US, 3048427101, 3048427104, 07/18/2005, 11/04/2011, , , , , HENDERSON, TRACI, L, CEO/ OWNER, 3048427101, 314000000X, 104, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0004114000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1922007517, 2, , <UNAVAIL>, PLEASANTS COUNTY EMERGENCY AMBULANCE AUTHORITY, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 406 3RD ST, , SAINT MARYS, WV, 261701402, US, 3046843811, , 07/18/2005, 10/12/2011, , , , , HATFIED, HARVEY, , CHIEF, 3046843811, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001705595, 01, WV, BLUE CROSS, 0929357, 05, OH, , 080042800, 01, WV, BLACK LUNG, =========00, 01, OH, OH WORKERS COMP, 590014658, 01, WV, RAILROAD MEDICARE, 225398, 01, WV, CARELINK, =========00, 01, WV, WV WORKERS COMP, 8040010000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1336148931, 2, , <UNAVAIL>, OAK HILL CLINIC CORP, , , , , , , , , , , , , , , , PO BOX 848409, , BOSTON, MA, 022848409, US, 8778481457, , 320 JONES AVE, , OAK HILL, WV, 259012909, US, 3044692500, , 07/18/2005, 07/07/2011, , , , , BREWER, DEBBIE, , DIRECTOR OF PROVIDER ENROLLMENT, 8778929813, 207Q00000X, =========, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0207845000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1881693166, 2, , <UNAVAIL>, SHORT GAP VOLUNTEER FIRE COMPANY, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 128 KNOBLEY ROAD, , RIDGELEY, WV, 26753, US, 3047264388, 3047264521, 07/19/2005, 05/02/2016, , , , , TRENTER, LAUREN, , MEDICAL CHIEF, 3047264388, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 323321, 01, VA, BLUE CROSS, 590014173, 01, WV, RAILROAD MEDICARE, =========00, 01, WV, WV WORKERS COMP, 409664900, 05, MD, , 8005010000, 05, WV, , 001705368, 01, WV, BLUE CROSS, =========, 01, WV, TRICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1982603270, 2, , <UNAVAIL>, TYLER COUNTY EMERGENCY SQUAD UNIT ONE MIDDLEBOURNE INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 100 WILCOX AVENUE, , MIDDLEBOURNE, WV, 261499635, US, 3047584067, 3044554275, 07/19/2005, 09/21/2016, , , , , WELLS, CLARA, , CHIEF, 3047584067, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 251045, 01, WV, CARELINK, =========, 01, WV, TRICARE, 001704940, 01, WV, BLUE CROSS, 0273181, 05, OH, , 080013800, 01, WV, BLACK LUNG, =========00, 01, WV, WV WORKERS COMP, 590029271, 01, WV, RAILROAD MEDICARE, =========00, 01, OH, OH WORKERS COMP, 0145554001, 05, WV, , 1407316, 01, WV, UMWA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1356340673, 2, , <UNAVAIL>, FORT ASHBY VOLUNTEER FIRE CO INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, GREEN AND WASHINGTON STREETS, , FORT ASHBY, WV, 26719, US, 3042983358, , 07/19/2005, 10/17/2012, , , , , BATCHELOR, TAMMY, , CHIEF, 8006764785, 341600000X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9000046000, 05, WV, , 196652, 01, WV, CARELINK, 590014069, 01, WV, RAILROAD MEDICARE, 000217303, 01, WV, BLUE CROSS, =========, 01, WV, TRICARE, 404538600, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1073512414, 2, , <UNAVAIL>, MJS ENTERPRISES INC, , , , , , , ST JOSEPHS AMBULANCE SERVICE, 3, , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 1619 SAINT MARYS AVE, , PARKERSBURG, WV, 261013346, US, 3044244670, , 07/19/2005, 03/08/2016, , , , , WEEKLEY, DWANE, , CHIEF, 3044244670, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , P00046067, 01, WV, RAILROAD MEDICARE, 080051800, 01, WV, BLACK LUNG, =========, 01, WV, TRICARE, 612941100, 01, WV, FEDERAL DEPT OF LABOR, =========, 01, WV, WV WORKERS COMP, 2439721, 05, OH, , 001705619, 01, WV, BLUE CROSS BLUE SHIELD, =========, 01, WV, UMWA, =========00, 01, OH, OH WORKERS COMP, 55001333, 05, KY, , 8003072000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1467451849, 2, , <UNAVAIL>, SWEET SPRINGS VALLEY VFD, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 125 PETERS MOUNTAIN RD, , SWEET SPRINGS, WV, 249419651, US, 3047725979, , 07/19/2005, 10/17/2012, , , , , WICKLINE, HOMER, , CHIEF, 3047725979, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 9000055000, 05, WV, , 001704941, 01, WV, BLUE CROSS, =========, 01, VA, BLUE CROSS, 590014447, 01, WV, RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1598764789, 2, , <UNAVAIL>, SHEPHERDSTOWN FIRE DEPARTMENT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 852 MARTINSBURG PIKE, , SHEPHERDSTOWN, WV, 25443, US, 3048762311, , 07/19/2005, 04/20/2008, , , , , PITTINGER, DOUG, , CHIEF, 3048762311, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========00, 01, OH, OH WORKERS COMP, =========00, 01, WV, WV WORKERS COMP, =========, 01, WV, TRICARE, 222422, 01, WV, CARELINK, 0144911000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1003815127, 2, , <UNAVAIL>, GREENBRIER COUNTY NURSING HOME ASSOCIATION, , , , , , , GREENBRIER MANOR, 3, , , , , , , , RR 2 BOX 159A, , LEWISBURG, WV, 249019335, US, 3046453076, 3046453112, RR 2 BOX 159A, , LEWISBURG, WV, 249019335, US, 3046453076, 3046453112, 07/20/2005, 07/08/2007, , , , , HILL, CATHERINE, E, ADMINISTRATOR, 3046453076, 314000000X, 45, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0003729000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1235138280, 2, , <UNAVAIL>, MEDEXPRESS URGENT CARE PLLC-MORGANTOWN, , , , , , , , , , , , , , , , 1751 EARL L CORE ROAD, , MORGANTOWN, WV, 26505, US, 3042252500, 3049856350, 215 DON KNOTTS BLVD, SUITE 130, MORGANTOWN, WV, 265016734, US, 3042913627, 3042843630, 07/20/2005, 02/14/2012, , , , , BUGIN, TIMOTHY, , VP OF PAYOR CONTRACTING, 3042252500, 207P00000X, , , N, 261QU0200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 51D0990987, 01, WV, CLIA, 00043, 01, WV, STATE LICENSE, 3810002602, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, MEDEXPRESS URGENT CARE PLLC-MORGANTOWN, <UNAVAIL>, , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1811996960, 2, , <UNAVAIL>, RADIOLOGICAL PHYSICIAN ASSOCIATES INC, , , , , , , , , , , , , , , , PO BOX 890707, , CHARLOTTE, NC, 282890707, US, 8663386463, , 700 VILLAGE DR, , FAIRMONT, WV, 265547985, US, 3043662600, , 07/20/2005, 07/19/2007, , , , , LEON, JOHN, A, PRESIDENT, 3046242121, 2085R0202X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0010747000, 05, WV, , 1041208, 01, WV, WORKERS COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1225037260, 2, , <UNAVAIL>, PHILLIPS PHARMACY INC., , , , , , , , , , , , , , , , PO BOX 1, , SAINT MARYS, WV, 261700001, US, 3046843784, 3046842358, 329 2ND ST, , SAINT MARYS, WV, 261701005, US, 3046843784, 3046842358, 07/20/2005, 07/08/2007, , , , , SMITH, TAMARA, HAMMETT, OWNER, 3046843784, 333600000X, SP055217, WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0142222000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1346249448, 2, , <UNAVAIL>, KANAWHA PATHOLOGY ASSOCIATES INC, , , , , , , , , , , , , , , , PO BOX 9129, , SOUTH CHARLESTON, WV, 253090129, US, , , 4605 MACCORKLE AVE SW, , SOUTH CHARLESTON, WV, 253091311, US, 3047663560, , 07/20/2005, 10/11/2007, , , , , FULKS, ROBERT, M, PRESIDENT/PATHOLOGIST, 3047663560, 207ZP0102X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0008272000, 05, WV, , DA0748, 01, , RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1548269582, 2, , <UNAVAIL>, TYLER COUNTY EMERGENCY SQUAD UNIT 3, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 3045211576, 3045211768, 8856 MIDDLE ISLAND RD, BOX 7, ALMA, WV, 263207201, US, 3047580519, , 07/20/2005, 09/06/2013, , , , , KELLER, ROSALIE, , CHIEF, 3047580519, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145554000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1154321024, 2, , <UNAVAIL>, WAYNE VOLUNTEER FIRE DEPARTMENT, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, ROUTE 152, , WAYNE, WV, 25570, US, 3042725656, 3042723189, 07/21/2005, 04/20/2008, , , , , MAYNARD, JERRY, , CHIEF, 3042725656, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0145574000, 05, WV, , 0929491, 05, OH, , =========00, 01, WV, WV WORKERS COMP, =========00, 01, OH, OH WORKERS COMP, =========, 01, WV, TRICARE, 55000863, 05, KY, , 223386, 01, WV, CARELINK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1578563425, 2, , <UNAVAIL>, UNION RESCUE & MONROE TRANSP AMBULANCE SERVICE INC, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, 78 PUMP ST, , UNION, WV, 24983, US, 3047723383, , 07/21/2005, 10/17/2012, , , , , RATLIFF, JEANIE, , CHIEF, 3047723383, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001705390, 01, WV, BLUE CROSS, 351292, 01, VA, BLUE CROSS, 9011285, 05, VA, , 06035000, 01, OH, OH WORKERS COMP, 610548801, 01, WV, BLACK LUNG, =========00, 01, WV, WV WORKERS COMP, 407590214, 01, WV, RAILROAD MEDICARE, 75037, 01, WV, CARELINK, =========, 01, WV, TRICARE, 0145728000, 05, WV, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1952301764, 2, , <UNAVAIL>, ELK DISTRICT AMBULANCE SERVICE, , , , , , , , , , , , , , , , 836 4TH AVE, , HUNTINGTON, WV, 257011407, US, 8006764785, 3045224222, MAPLE STREET, , ELK GARDEN, WV, 26717, US, 3044465519, , 07/22/2005, 10/17/2012, , , , , WELCH, ARTHUR, , CHIEF, 3044465519, 3416L0300X, , WV, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 001705364, 01, WV, BLUE CROSS, 0145035000, 05, WV, , 080021600, 01, WV, BLACK LUNG, =========001, 01, WV, TRICARE, 1492687, 01, WV, UMWA, =========00, 01, WV, WV WORKERS COMP, 590013940, 01, WV, RAILROAD MEDICARE, 451200600, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
