1619970795, 2, , <UNAVAIL>, SWEET MEDICAL CENTER INC, , , , , , , , , , , , , , , , PO BOX 309, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 419 PENNSYLVANIA ST, , CHINOOK, MT, 595230309, US, 4063572403, 4063573252, 05/23/2005, 01/05/2012, , , , , PAYNE, JARED, N, EXECUTIVE DIRECTOR, 4063572403, 261QF0400X, 9791, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 730354, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , MBA, , , , , , , , , , , , , , , , 
1497733471, 2, , <UNAVAIL>, NORTHERN ROCKIES NEUROSURGEONS PLLC, , , , , , , , , , , , , , , , 2900 12TH AVE N, SUITE 340 W, BILLINGS, MT, 591017506, US, 4062375760, 4062375799, 2900 12TH AVE N, SUITE 340 W, BILLINGS, MT, 591017506, US, 4062375760, 4062375799, 01/09/2006, 07/08/2007, , , , , NORDRUM, JOHN, L, ADMINISTRATOR, 4062375760, 207T00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1720067705, 2, , <UNAVAIL>, FIVE VALLEYS UROLOGY, , , , , , , , , , , , , , , , 2875 TINA AVE, SUITE 101, MISSOULA, MT, 59808, US, 4067283366, 4063292896, 2875 TINA, SUITE 101, MISSOULA, MT, 598081308, US, 4067283366, 4063292896, 01/10/2006, 04/21/2011, , , , , O'CONNOR, JOHN, TERRY, PRACTICE ADMINISTRATOR, 4067283366, 208800000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1508845363, 2, , <UNAVAIL>, BOZEMAN MANUAL THERAPY PC, , , , , , , STEPHEN L HISEY, 5, , , , , , , , 1700 WEST KOCH, SUITE 12, BOZEMAN, MT, 59715, US, 4065876057, 4065872177, 1700 WEST KOCH, SUITE 12, BOZEMAN, MT, 59715, US, 4065876057, 4065872177, 01/11/2006, 04/20/2008, , , , , HISEY, STEPHEN, L, PHYSICAL THERAPIST, 4065876057, 225100000X, 633PT, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 61058, 01, MT, BLUE CROSS BLUE SHIELD, 3401139, 05, MT, , =========, 01, MT, MT STATE FUND WORK COMP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1124007638, 2, , <UNAVAIL>, HEALTHCENTER NORTHWEST LLC, , , , , , , , , , , , , , , , 320 SUNNYVIEW LN, , KALISPELL, MT, 599013129, US, 4067519729, , 320 SUNNYVIEW LN, , KALISPELL, MT, 599013129, US, 4067519729, , 01/12/2006, 04/19/2011, , , , , KREITINGER, TATE, , CEO, 4067521724, 282N00000X, 10054, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0413644, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1699755454, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , COMMUNITY HOME OXYGEN, 3, , , , , , , , PO BOX 9901, , CLEARFIELD, UT, 840899901, US, 8019261322, 8019261345, 8 2ND AVE SE, , CUT BANK, MT, 594272909, US, 4068733212, 4068733214, 01/18/2006, 01/31/2008, , 03/14/2007, 01/28/2008, , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5605903, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1316927189, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 2617 17TH ST, , BLACK EAGLE, MT, 594141053, US, 4064520202, 4064520462, 01/18/2006, 03/24/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 236886, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1366422107, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 2030 4TH AVE N, , BILLINGS, MT, 591011401, US, 4062459792, 4062457040, 01/18/2006, 03/24/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 236873, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1952381709, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , COMMUNITY HOME OXYGEN, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 114 BRIDGER CENTER DR, UNIT A, BOZEMAN, MT, 597152288, US, 4065861262, 4065862549, 01/18/2006, 05/29/2015, , , , , MENCHEN, ROBIN, L, CHIEF ADMINISTRATION OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5605937, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1427038298, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , COMMUNITY HOME OXYGEN, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 114 W BENHAM ST, , GLENDIVE, MT, 593301701, US, 4063655995, 4063655329, 01/18/2006, 05/29/2015, , , , , MENCHEN, ROBIN, L, CHIEF ADMINISTRATION OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5605869, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1992785687, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 114 BRIDGER CENTER DR, UNIT A, BOZEMAN, MT, 597152256, US, 4065861262, 4065862549, 01/19/2006, 03/22/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 236808, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1417937103, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 3103 PROSPECT AVE, , HELENA, MT, 596019734, US, 4064433716, 4064434648, 01/19/2006, 03/24/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 236776, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1912987603, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , COMMUNITY HOME OXYGEN, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 835 WEST 3RD STREET, , HARDIN, MT, 590341605, US, 4066652886, 4066653110, 01/19/2006, 05/29/2015, , , , , MENCHEN, ROBIN, L, CHIEF ADMINISTRATION OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5605835, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1750361457, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , COMMUNITY HOME OXYGEN, 3, , , , , , , , PO BOX 266, , MIFFLINBURG, PA, 178440266, US, 5709668030, 5709668040, 327 PARKWAY DR, , KALISPELL, MT, 599012659, US, 4067524818, 4067569126, 01/19/2006, 03/19/2014, , , , , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5605801, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1336129030, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 8019261322, 8019261345, 15 N 8TH ST, , MILES CITY, MT, 593013206, US, 4062321321, 4062324309, 01/19/2006, 03/24/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 427050, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1043290745, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 2111 SOUTH AVE W, , MISSOULA, MT, 598016503, US, 4067284315, 4065422180, 01/19/2006, 03/22/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 236895, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1467432799, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , ROTECH, 3, , , , , , , , PO BOX 27968, , SALT LAKE CITY, UT, 841270968, US, 5709668030, 5709668040, 3928 WYNNE AVE, SUITE 1, BUTTE, MT, 597016703, US, 4064946900, 4064946906, 01/20/2006, 03/24/2017, , , , , MENCHEN, ROBIN, L, CHIEF OPERATING OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 236860, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1831169887, 2, , <UNAVAIL>, COMMUNITY HOME OXYGEN INC, , , , , , , COMMUNITY HOME OXYGEN, 3, , , , , , , , PO BOX 266, , MIFFLINBURG, PA, 178440266, US, 5709668030, 5709668040, 58 CENTRAL AVE, , STANFORD, MT, 59479, US, 4065662246, 4065662246, 01/24/2006, 03/19/2014, , , , , MENCHEN, ROBIN, L, CHIEF COMPLIANCE OFFICER, 4078224600, 332B00000X, , , Y, 332BC3200X, , , N, 332BP3500X, , , N, 332BX2000X, , , N, 335E00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5605733, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ROTECH HEALTHCARE INC, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1336119338, 2, , <UNAVAIL>, MEMORIAL HOSPITAL ASSOCIATION, , , , , , , BEARTOOTH BILLINGS CLINIC, 3, , , , , , , , PO BOX 590, , RED LODGE, MT, 590680590, US, 4064462345, 4064460084, 2525 NORTH BROADWAY, , RED LODGE, MT, 590680590, US, 4064462345, 4064460084, 01/24/2006, 06/07/2016, , , , , EVANS, KELLEY, , CAO, 4064462345, 282NC0060X, 10344, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0412760, 05, MT, , 0000060732, 01, MT, BC/BS CRITICAL ACCESS HOS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1790755445, 2, , <UNAVAIL>, JANE C WELLS MD MHS PLLC, , , , , , , JANE C WELLS MD MHS, 4, , , , , , , , 700 SOUTH AVENUE WEST, SUITE B, MISSOULA, MT, 59801, US, 4065416220, 4065416221, 700 SOUTH AVENUE WEST, SUITE B, MISSOULA, MT, 59801, US, 4065416220, 4065416221, 01/25/2006, 12/18/2007, , , , , WELLS, JANE, CAMERON, MEMBER, 4065416220, 2084P0800X, 9676, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MS MHA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1053381483, 2, , <UNAVAIL>, COUNTY OF GARFIELD, , , , , , , GARFIELD COUNTY HEALTH CENTER, 3, , , , , , , , 332 LEAVITT AVE, P.O. BOX 389, JORDAN, MT, 59337, US, 4065572500, , 332 LEAVITT AVE, , JORDAN, MT, 59337, US, 4065572500, , 01/26/2006, 11/04/2010, , , , , BARNES, RONALD, , ADMIN, 4065572500, 282NC0060X, 10016, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6002, 01, MT, BC PROVIDER NUMBER, 4105530, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1306818034, 2, , <UNAVAIL>, LIBBY CLINIC, , , , , , , , , , , , , , , , 211 E 2ND ST, , LIBBY, MT, 599232047, US, 4062938711, 4062938735, 211 E 2ND ST, , LIBBY, MT, 59923, US, 4062938711, 4062938735, 02/06/2006, 05/18/2015, , , , , BOULWARE, MYRESA, C, OFFICE MANAGER, 4062938711, 261QR1300X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CO1378, 01, MT, RAILROAD MEDICARE NUMBER, 0730431, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1619940160, 2, , <UNAVAIL>, SANDI ASHLEY LCPC, , , , , , , , , , , , , , , , 304 BROADWAY, , HELENA, MT, 59601, US, 4064493210, 4064958765, 304 BROADWAY, , HELENA, MT, 59601, US, 4064493210, 4064958765, 02/07/2006, 07/08/2007, , , , , ASHLEY, SANDI, ANN, OWNER, 4064493210, 101YP2500X, LCPC113, MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 74930, 01, , BCBS, 0256479, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , EDS LCPC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1538131172, 2, , <UNAVAIL>, NORTHERN MONTANA HOSPITAL, , , , , , , NORTHERN MONTANA FAMILY MEDICAL CENTER, 3, , , , , , , , PO BOX 1231, , HAVRE, MT, 595011231, US, 4062621302, 4062651651, 1410 1ST AVE, , HAVRE, MT, 595016207, US, 4062655408, 4062651651, 02/07/2006, 11/15/2014, , , , , HENRY, DAVID, C, PRESIDENT/CEO, 4062621302, 261Q00000X, , , N, 261QR1300X, , MT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CU0829, 01, MT, MEDICARE RAILROAD GROUP, 000064732, 01, MT, BLUE CROSS BLUE SHIELD, 0720512, 05, MT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NORTHERN MONTANA HOSPITAL, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
