1083617013, 2, , <UNAVAIL>, MANCHESTER COMMUNITY HEALTH CENTER, , , , , , , , , , , , , , , , 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 145 HOLLIS ST, , MANCHESTER, NH, 031011325, US, 6036269500, 6036260899, 05/23/2005, 06/02/2016, , , , , MCCRACKEN, KRISTEN, , PRESIDENT CEO, 6039355210, 261QF0400X, , NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3080891, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1811984040, 2, , <UNAVAIL>, CLAREMONT PEDIATRIC SPECIALISTS, , , , , , , , , , , , , , , , 9 DUNNING ST, , CLAREMONT, NH, 037432016, US, 6035429505, 6035420969, 9 DUNNING ST, , CLAREMONT, NH, 037432016, US, 6035429505, 6035420969, 10/03/2005, 07/08/2007, , , , , BLAIR, STEVEN, R, PRESIDENT, 6035429505, 208000000X, 6556, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3650653001, 01, , CIGNA, 1000392, 05, VT, , 81373216, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1871580811, 2, , <UNAVAIL>, MEMORIAL HOSPITAL, , , , , , , MERRIMAN HOUSE, 3, , , , , , , , 3073 WHITE MTN HWY, , NORTH CONWAY, NH, 038605111, US, 6033565461, 6033566033, 3073 WHITE MOUNTAIN HWY, , NORTH CONWAY, NH, 038605111, US, 6033565461, 6033566033, 10/04/2005, 06/23/2008, , , , , RUKA, SUSAN, M., ADMINISTRATOR, 6033565461, 313M00000X, NH0009A, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30E062, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , RN,  PH.D, , , , , , , , , , , , , , , , 
1144217258, 2, , <UNAVAIL>, MERRIMACK ASSISTED LIVING SYSTEMS, , , , , , , ARBORS OF BEDFORD ASSISTED LIVING, 3, , , , , , , , 70 HAWTHORNE DR, , BEDFORD, NH, 031106912, US, 6036479300, 6036214190, 70 HAWTHORNE DR, , BEDFORD, NH, 031106912, US, 6036479300, 6036214190, 10/04/2005, 06/17/2008, , , , , MCDONNELL, LAURA, , CORPORATE BILLING MANAGER, 9784201500, 310400000X, 02606, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30593099, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1386631265, 2, , <UNAVAIL>, ST FRANCIS REHABILITATION AND NURSING CENTER, , , , , , , , , , , , , , , , 406 COURT ST, , LACONIA, NH, 032463600, US, 6035240466, 6035270884, 406 COURT ST, , LACONIA, NH, 032463600, US, 6035240466, 6035270884, 10/05/2005, 03/24/2008, , , , , BUTERICK, BRENDA, , ADMINISTRATOR, 6035240466, 314000000X, 00223, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 99750055, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NEW HAMPSHIRE CATHOLIC CHARITIES, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1447247325, 2, , <UNAVAIL>, ST TERESA REHABILITATION AND NURSING CENTER, , , , , , , ST TERESA, 4, , , , , , , , 519 BRIDGE ST, , MANCHESTER, NH, 031045396, US, 6036682373, 6036680059, 519 BRIDGE ST, , MANCHESTER, NH, 031045396, US, 6036682373, 6036680059, 10/05/2005, 11/14/2013, , , , , SHERWIN, ANDREA, , ADMINISTRATOR, 6036682373, 314000000X, 00581, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 99750056, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, NEW HAMSHIRE CATHOLIC CHARITIES, <UNAVAIL>, MRS., , NHA, , , , , , , , , , , , , , , , 
1376530246, 2, , <UNAVAIL>, MOUNT CARMEL REHABILITATION & NURSING CENTER, , , , , , , MOUNT CARMEL REHAB CENTER, 4, , , , , , , , 235 MYRTLE ST, , MANCHESTER, NH, 031044314, US, 6036273811, 6036264696, 235 MYRTLE ST, , MANCHESTER, NH, 031044314, US, 6036273811, 6036264696, 10/05/2005, 10/25/2016, , , , , BOHUNICKY, JOE, , ADMINISTRATOR, 6036273811, 314000000X, 00580, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30593558, 05, NH, , 99006643, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1902893878, 2, , <UNAVAIL>, EAR NOSE THROAT PHYSICIANS & SURGEONS PA, , , , , , , , , , , , , , , , 130 TARRYTOWN RD, , MANCHESTER, NH, 031032713, US, 6036690831, 6036694088, 130 TARRYTOWN RD, , MANCHESTER, NH, 031032713, US, 6036690831, 6036694088, 10/05/2005, 07/08/2007, , , , , KUNKEL, SUSAN, M, ADMINISTRATOR, 6036690831, 207Y00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 83043994, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , MBA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1548257462, 2, , <UNAVAIL>, THERAPEUTIC CONNECTIONS IN PHYSICAL THERAPY, , , , , , , , , , , , , , , , 146 PALMER ROAD, , ENFIELD, NH, 037484314, US, 6036324150, 6035433400, 146 PALMER ROAD, , ENFIELD, NH, 037484314, US, 6036324150, 6035433400, 10/05/2005, 09/22/2011, , , , , SMITH-BLAIS, LINDA, A, OWNER, 6036324150, 225100000X, 780, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30463Y, 01, NH, ANTHEM BCBS, 59764THER, 01, VT, VT BCBS, 1010284, 05, VT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1134116981, 2, , <UNAVAIL>, COUNTY OF STRAFFORD, , , , , , , RIVERSIDE REST HOME, 3, , , , , , , , 276 COUNTY FARM RD, , DOVER, NH, 038206003, US, 6037421348, , 276 COUNTY FARM RD, , DOVER, NH, 038206003, US, 6037421348, , 10/05/2005, 06/15/2016, , , , , BOWER, RAYMOND, F, ADMINISTRATOR, 6037421348, 208D00000X, 00185, NH, N, 313M00000X, 00185, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30006674, 05, NH, , 99750059, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1376530162, 2, , <UNAVAIL>, HOLY CROSS HEALTH CENTER INC, , , , , , , , , , , , , , , , 357 ISLAND POND RD, , MANCHESTER, NH, 031094811, US, 6036283550, 6036266270, 357 ISLAND POND RD, , MANCHESTER, NH, 031094811, US, 6036283550, 6036266270, 10/05/2005, 02/09/2015, , , , , WOJTKIEWICZ, SCOTT, MICHAEL, ADMINISTRATOR, 6036283550, 314000000X, 02324, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30009262, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1649268269, 2, , <UNAVAIL>, DIABETIC SUPPLIES INTERNATIONAL, , , , , , , , , , , , , , , , PO BOX 629, , SOUTH SUTTON, NH, 032730629, US, 6039385225, 6039385775, 37 BLAISDELL HILL RD, , SOUTH SUTTON, NH, 03273, US, 6039385225, 6039385775, 10/07/2005, 07/08/2007, , , , , CANCIO-BELLO, SUSAN, C, VP OWNER, 6039385225, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0440303, 05, MS, , 30760355, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1881682474, 2, , <UNAVAIL>, TAYESE LLC, , , , , , , NORTHWOOD PHYSICAL THERAPY, 3, , , , , , , , PO BOX 4136, , CONCORD, NH, 033024136, US, 6039429933, 6032245601, 488 FIRST NH TPKE, , NORTHWOOD, NH, 032613410, US, 6039429933, 6032245601, 10/09/2005, 09/20/2011, , , , , ATORO-ODUEYUNGBO, TOYIN, , DIRECTOR, 6039429933, 225100000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TAYESE LLC, <UNAVAIL>, DR., , PT, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1700874252, 2, , <UNAVAIL>, TROY AMBULANCE SERVICE INC, , , , , , , , , , , , , , , , PO BOX 290184, , WETHERSFIELD, CT, 061290184, US, 8004528191, 8607216362, 14 CENTRAL SQ, , TROY, NH, 034652622, US, 6032423775, 8002538987, 10/10/2005, 04/29/2015, , , , , GENTILE, MARY, T, AUTHORIZED AGENT, 8004528191, 341600000X, 0111, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590015057, 01, , RAILROAD MEDICARE, 3100699, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1992793343, 2, , <UNAVAIL>, TRI TOWN VOLUNTEER EMERGENCY AMBULANCE SERVICE INC, , , , , , , , , , , , , , , , PO BOX 290184, , WETHERSFIELD, CT, 061290184, US, 8602577080, 8605633403, 17 CENTRAL ST, , PEMBROKE, NH, 032751502, US, 6034854411, 6034855534, 10/10/2005, 12/11/2012, , , , , GENTILE, MARY, T, AUTHORIZED AGENT, 8602577080, 341600000X, 0106, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590009618, 01, , RAILROAD MEDICARE, 30008878, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1124016514, 2, , <UNAVAIL>, CANAAN FIRST AID AND SAFETY TEAM INC, , , , , , , , , , , , , , , , PO BOX 290184, , WETHERSFIELD, CT, 061290184, US, 8004528191, 8607216362, RTE 118, , CANAAN, NH, 037410035, US, 6035238808, 6036321813, 10/10/2005, 06/19/2013, , , , , GENTILE, MARY, , AUTHORIZED AGENT, 8004528191, 341600000X, 0016, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590015289, 01, , RAILROAD MEDICARE, 3083974, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1962490334, 2, , <UNAVAIL>, TOWN OF WINCHESTER, , , , , , , , , , , , , , , , PO BOX 290184, , WETHERSFIELD, CT, 061290184, US, 8004528191, 8605633403, 6 PARKER ST, , WINCHESTER, NH, 034702902, US, 6032396691, 6032398294, 10/11/2005, 07/19/2013, , , , , GENTILE, MARY, T, AUTHORIZED AGENT, 8004528191, 341600000X, 0122, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3086319, 05, NH, , 590015147, 01, , RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1548258858, 2, , <UNAVAIL>, ABBA MEDICAL SUPPLY, , , , , , , , , , , , , , , , 72 PORTSMOUTH AVE, SUITE 104, STRATHAM, NH, 038852566, US, 6037781698, 6037725885, 72 PORTSMOUTH AVE, SUITE 104, STRATHAM, NH, 038852566, US, 6037781698, 6037725885, 10/11/2005, 03/03/2012, , , , , WAGNER, MELISSA, , PRESIDENT/OWNER, 6037781698, 332B00000X, 4224, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PO020021, 01, , CHAMPA AVA, 30008709, 05, NH, , 292170, 01, , HEALTHSOURCE, 020463317, 01, , TRICARE, 1203280YONHI, 01, NH, BLUE CROSS BLUE SHIELD, =========, 01, , CIGNA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1811985013, 2, , <UNAVAIL>, ROCHESTER MANOR LLC, , , , , , , ROCHESTER MANOR, 3, , , , , , , , 538 PRESTON AVENUE, SUITE 270, MERIDEN, CT, 064504851, US, 2036086100, 2036393574, 40 WHITEHALL ROAD, , ROCHESTER, NH, 038673225, US, 6033327711, 6033303013, 10/11/2005, 06/29/2011, , , , , SCILLIA, CAROLE, M, LLC MANAGER, 2036086100, 314000000X, 02647, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30100130, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1437147584, 2, , <UNAVAIL>, HUGGINS HOSPITAL, , , , , , , INTERNAL MEDICINE ASSOCIATES OF WOLFEBORO, 3, , , , , , , , PO BOX 912, , WOLFEBORO, NH, 038940912, US, 6035697588, 6035697589, 240 S MAIN ST, SUITE J, WOLFEBORO, NH, 038944411, US, 6035697588, 6035697589, 10/12/2005, 01/02/2013, , , , , ROBERGE, JEREMY, S, CFO, 6035697500, 207R00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1780672642, 2, , <UNAVAIL>, ELLIOT PHYSICIANS NETWORK, , , , , , , BRIARWOOD PRIMARY CARE, 3, , , , , , , , 445 CYPRESS ST STE 5, BRIARWOOD PRIMARY CARE, MANCHESTER, NH, 031033600, US, 6036638200, 6036638209, 445 CYPRESS ST STE 5, BRIARWOOD PRIMARY CARE, MANCHESTER, NH, 031033600, US, 6036638200, 6036638209, 10/13/2005, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036635766, 207R00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30211868, 05, NH, , CG2227, 01, , RR MEDICARE GRP #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PHYSICIANS NETWORK, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1841288743, 2, , <UNAVAIL>, ELLIOT PHYSICIANS NETWORK, , , , , , , ELLIOT PRIMARY CARE AT LONDONDERRY, 5, , , , , , , , 40 BUTTRICK RD, ELLIOT PRIMARY CARE AT LONDONDERRY, LONDONDERRY, NH, 030533381, US, 6035372100, 6035372107, 40 BUTTRICK RD, ELLIOT PRIMARY CARE AT LONDONDERRY, LONDONDERRY, NH, 030533381, US, 6035372100, 6035372107, 10/13/2005, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036634904, 207Q00000X, , , Y, 207R00000X, , , N, 208000000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CG2227, 01, NH, RR MEDICARE GRP PIN, 30210569, 05, NH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PHYSICIANS NETWORK, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1154310910, 2, , <UNAVAIL>, ELLIOT PHYSICIANS NETWORK, , , , , , , ELLIOT FAMILY MEDICINE AT BEDFORD VILLAGE, 5, , , , , , , , 15 CONSTITUTION DR, ELLIOT FAMILY MEDICINE AT BEDFORD VILLAGE, BEDFORD, NH, 031106042, US, 6034727233, 6034729188, 15 CONSTITUTION DR, ELLIOT FAMILY MEDICINE AT BEDFORD VILLAGE, BEDFORD, NH, 031106042, US, 6034727233, 6034729188, 10/14/2005, 06/20/2008, , , , , HERMAN, RICHARD, P., DIRECTOR OF OPERATIONS & FINANCE, 6036635766, 207Q00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 30210578, 05, NH, , CG2227, 01, NH, RR MEDICARE GRP #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, ELLIOT PHYSICIANS NETWORK, <UNAVAIL>, , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1588653380, 2, , <UNAVAIL>, CITY OF DOVER, , , , , , , DOVER FIRE & RESCUE, 3, , , , , , , , PO BOX 845664, , BOSTON, MA, 022845664, US, 8004884351, , 288 CENTRAL AVE, , DOVER, NH, 038204198, US, 6035166148, , 10/14/2005, 02/28/2011, , , , , PLUMMER, PERRY, , CHIEF, 6035166148, 341600000X, 0030, NH, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 143640000, 05, ME, , 7106279Y0NH01, 01, , ANTHEM BLUE CROSS, 80596279, 05, NH, , 701825, 01, , HARVARD PILGRIM, 7106279Y0NH01, 01, NH, MEDICOMP, 802696, 01, , TUFTS HEALTH PLAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
