1477556231, 2, , <UNAVAIL>, UNIVERSITY OPHTHALMOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 2500 N STATE ST, STE B329, JACKSON, MS, 392164500, US, 6018153931, 6018153773, 05/24/2005, 09/09/2009, , , , , CHEN, CHING, JYGH, MANAGING PARTNER, 6019845022, 207W00000X, 08640, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015396, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M. D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1174516108, 2, , <UNAVAIL>, PROFESSIONAL PATHOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 343 LOVERS LN, , OCEAN SPRINGS, MS, 395642831, US, 2284361259, , 150 REYNOIR ST, , BILOXI, MS, 395304130, US, 2284321571, 2284361256, 08/24/2005, 04/14/2008, , , , , MCCLAIN, ELDON, , HEAD PHYSICIAN, 2284321571, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CM1404, 01, , RAILROAD, 05488071, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1033102884, 2, , <UNAVAIL>, N.M.R.C. PHARMACY, , , , , , , , , , , , , , , , 967 REGIONAL CENTER DR, , OXFORD, MS, 386553551, US, 6622341476, 6622341699, 967 REGIONAL CENTER DR, , OXFORD, MS, 386553551, US, 6622341476, 6622341699, 08/26/2005, 07/09/2007, , , , , BRISCOE, MARTHA, , BUSINESS DIRECTOR, 6625137690, 333600000X, 00959/03.1, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 25-19188, 01, MS, NABP, 00030418, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1356335756, 2, , <UNAVAIL>, NURSEMED LLC, , , , , , , NURSEMED 1 AND NURSEMED 2, 3, , , , , , , , 716 S MAIN ST, , RIPLEY, MS, 386632909, US, 6628371534, 6628373274, 716 S MAIN ST, , RIPLEY, MS, 386632909, US, 6628371534, 6628373274, 08/31/2005, 12/08/2017, , , , , TURNER, ANITA, JOY, OWNER, 6628371534, 261QR1300X, R622176, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 258972, 01, , PARTA - RURAL HEALTH, 253865, 01, , PARTA -RURAL HEALTH, 09013704, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , FNP, , , , , , , , , , , , , , , , 
1033103023, 2, , <UNAVAIL>, MOBILITY MEDICAL INC, , , , , , , , , , , , , , , , 554 PARK LN, , FLOWOOD, MS, 392328895, US, 6019321001, 6019322130, 554 PARK LN, , FLOWOOD, MS, 392328895, US, 6019321001, 6019322130, 09/06/2005, 01/25/2012, , , , , CARROLL, DANYELLE, , CEO, 6019321001, 332BX2000X, 12380, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00440843, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1326032400, 2, , <UNAVAIL>, QHG OF HATTIESBURG INC, , , , , , , , , , , , , , , , PO BOX 689022, , FRANKLIN, TN, 370689022, US, 6154657000, 6154653007, 5001 HARDY ST, , HATTIESBURG, MS, 394021308, US, 6012688000, , 09/06/2005, 06/01/2012, , , , , BREWER, DEBBIE, , DIRECTOR, 8778929813, 207PE0004X, , MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09015425, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1881688786, 2, , <UNAVAIL>, HAIRE DRUG COMPANY, , , , , , , HAIRE DRUG CENTER, 3, , , , , , , , PO BOX 1738, , CLEVELAND, MS, 387321738, US, 6628434211, 6628430919, 805 1ST ST, , CLEVELAND, MS, 387322309, US, 6628434211, 6628430919, 09/07/2005, 05/13/2009, , , , , HAIRE, TIMOTHY, CHARLES, OWNER, 6628434211, 183500000X, E06395, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2508349, 01, MS, NABP, 0330219, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , R.PH., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1346234184, 2, , <UNAVAIL>, HUDSPETH CENTER PHARMACY, , , , , , , , , , , , , , , , PO BOX 127B, , WHITFIELD, MS, 391931032, US, 6016646352, , HIGHWAY 475, , WHITFIELD, MS, 39193, US, 6016646352, , 09/08/2005, 07/09/2007, , , , , LIPSCOMB, JOHN, , DIRECTOR OF HUDSPETH REGIONAL CENTE, 6016646010, 315P00000X, 01343/03.1, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00095184, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , , , , , , , , , , , , , , , , , 
1427042134, 2, , <UNAVAIL>, BUCKNER PROSTHETIC AND ORTHOTIC LABORATORIES INC., , , , , , , , , , , , , , , , 2 OLD RIVER PL, SUITE D, JACKSON, MS, 392023435, US, 6019441130, 6013557476, 2 OLD RIVER PL, SUITE D, JACKSON, MS, 392023435, US, 6019441130, 6013557476, 09/08/2005, 10/04/2013, , , , , BUCKNER, MARTIN, L, OWNER, 6019441130, 222Z00000X, , , Y, 224P00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00040395, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , C.P.O., 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1316931066, 2, , <UNAVAIL>, RICHARD W. PHARR M.D.PA, , , , , , , , , , , , , , , , 1490 WEST GOVERNMENT STREET SUITE 8, RICHARD W PHARR M.D. PA, BRANDON, MS, 39042, US, 6018250287, 6018251091, 1490 WEST GOVERNMENT STREET SUITE 8, RICHARD W PHARR M.D. PA, BRANDON, MS, 39042, US, 6018250287, 6018251091, 09/08/2005, 10/15/2009, , , , , PHARR, RICHARD, WARREN, PRESIDENT, 6018250287, 207W00000X, , , N, 261QM2500X, 07701, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 09016145, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1114911765, 2, , <UNAVAIL>, ANNIE HOBSON WELLNESS CENTER LLC, , , , , , , MCAFEE TRANSPORT SERVICE, 3, , , , , , , , 2941 TERRY RD, SUITE 13, JACKSON, MS, 392123073, US, 6013736419, 6013733257, 2941 TERRY RD, SUITE 13, JACKSON, MS, 392123073, US, 6013736419, 6013733257, 09/08/2005, 07/09/2007, , , , , MCFIELD, EDDIE, , EXECUTIVE DIRECTOR, 6013736419, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 08108331, 05, MS, , 07308500, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., SR., , 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1043204555, 2, , <UNAVAIL>, JEFFERSON COUNTY HOSPITAL, , , , , , , , , , , , , , , , P.O. BOX 577, 870 MAIN STREET, FAYETTE, MS, 390690577, US, 6017863401, 6017863400, 870 SOUTH MAIN STREET, , FAYETTE, MS, 390690577, US, 6017863401, 6017863400, 09/12/2005, 12/16/2015, , , , , FLEMING, WANDA, C., ADMINISTRATOR, 6017863401, 273R00000X, 21238, MS, Y, 282N00000X, 21238, MS, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , C02109, 01, MS, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1548255748, 2, , <UNAVAIL>, GUNN DRUG CO INC., , , , , , , , , , , , , , , , 1815 E SHILOH RD, , CORINTH, MS, 388343638, US, 6622878062, 6622876429, 1815 E SHILOH RD, , CORINTH, MS, 388343638, US, 6622878062, 6622876429, 09/13/2005, 02/20/2008, , , , , GUNN, MIKE, , PRESIDENT, 6622878062, 183500000X, , MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RPH., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1831184951, 2, , <UNAVAIL>, ALLIANCE HEALTH CENTER INC, , , , , , , , , , , , , , , , 5000 HIGHWAY 39 N, , MERIDIAN, MS, 393011021, US, 6014836211, 6016964898, 5000 HIGHWAY 39 N, , MERIDIAN, MS, 393011021, US, 6014836211, 6016964898, 09/14/2005, 03/18/2011, , , , , FILTON, STEVE, , SR VP CFO, 6107383300, 273R00000X, 12-308, MS, N, 282N00000X, 12-308, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000020375, 01, MS, BLUE CROSS PROVIDER#, 00020237, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1396730164, 2, , <UNAVAIL>, JASPER GENERAL HOSPITAL, , , , , , , , , , , , , , , , PO BOX 527, , BAY SPRINGS, MS, 394220527, US, 6017642101, 6017642930, 15 A SOUTH 6TH ST, , BAY SPRINGS, MS, 39422, US, 6017642101, 6017642930, 09/16/2005, 03/02/2011, , , , , POSEY, MARSHALL, KENNETH, ADMINISTRATOR, 6017642101, 282N00000X, 11226, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 20177, 01, MS, JASPER GENERAL HOSP, 00020083, 05, MS, , 00020177, 05, MS, , 09010972, 05, MS, , 70596, 01, MS, PROCARE HOME HEALTH, 00070596, 05, MS, , 00770340, 05, MS, , 000080009, 01, MS, JASPER GENERAL HOSPITAL, 0430099, 01, MS, JASPER GENERAL HOSPITAL, 29160, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1720073448, 2, , <UNAVAIL>, GOLDEN AGE INC, , , , , , , , , , , , , , , , 2901 HWY 82 E, , GREENWOOD, MS, 389306072, US, 6624536323, 6624559686, 2901 HIGHWAY 82 E, , GREENWOOD, MS, 389306072, US, 6624536323, 6624559686, 09/19/2005, 05/19/2014, , , , , REED, NAY, , ADMINISTRATOR, 6624536323, 313M00000X, 46, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0023053, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1598750135, 2, , <UNAVAIL>, MISSISSIPPI STATE HOSPITAL, , , , , , , , , , , , , , , , PO BOX 157A, BUILDING 50 PHARMACY, WHITFIELD, MS, 391930157, US, 6013518026, 6013518255, HWY 475, , WHITFIELD, MS, 39193, US, 6013518026, 6013518255, 09/20/2005, 07/09/2007, , , , , VEAZEY, VICKI, S., PHARMACY DIRECTOR, 6013518026, 283Q00000X, 01000/03.1, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00094048, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , RPH, , , , , , , , , , , , , , , , 
1730175175, 2, , <UNAVAIL>, GOLDEN AGE INC, , , , , , , DME SUPPLIER, 3, , , , , , , , 2901 HWY 82 E, , GREENWOOD, MS, 389306072, US, 6624536323, 6624559686, 2901 HIGHWAY 82 E, , GREENWOOD, MS, 389306072, US, 6624536323, 6624559686, 09/21/2005, 05/19/2014, , , , , REED, NAY, , ADMINISTRATOR, 6624536323, 332B00000X, 46, MS, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0440264, 05, MS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1700872173, 2, , <UNAVAIL>, STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER, , , , , , , HOLMES COUNTY HOSPITAL AND CLINIC, 3, , , , , , , , 2500 N STATE ST, , JACKSON, MS, 392164500, US, 6628341321, 6018156301, 239 BOWLING GREEN RD, , LEXINGTON, MS, 390955167, US, 6628341321, 6018156301, 09/21/2005, 06/26/2008, , , , , KENNEDY, WILLIAM, , DIRECTOR OF PATIENT FINANCIAL SERV, 6019844680, 275N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1619963089, 2, , <UNAVAIL>, UNIV HOSPITAL HOLMES COUNTY, , , , , , , , , , , , , , , , 239 BOWLING GREEN RD, , LEXINGTON, MS, 390955167, US, 6628341321, 6018156301, 239 BOWLING GREEN RD, , LEXINGTON, MS, 390955167, US, 6628341321, 6018156301, 09/21/2005, 07/08/2007, , , , , KENNEDY, WILLIAM, , DIRECTOR OF PATIENT FINANCIAL SERV, 6019844680, 282N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1154317527, 2, , <UNAVAIL>, STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER, , , , , , , , , , , , , , , , 2500 N STATE ST, , JACKSON, MS, 392164500, US, 8668427574, 6018156301, 2500 N STATE ST, , JACKSON, MS, 392164505, US, 8668427574, 6018156301, 09/21/2005, 08/11/2011, , , , , PUTT, DAVID, , CHIEF EXECUTIVE OFFICER, 6019844173, 282N00000X, , , N, 282N00000X, 11-199, MS, Y, 341600000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 200125970A, 05, IN, , 000020149, 01, MS, STATE OF MS, =========, 01, MS, TRICARE, 1731200, 05, LA, , 1691529, 05, NY, , HOS1149N, 05, AL, , 10672004, 05, MO, , 00550462, 05, MS, , 188845, 05, OH, , 1185270, 05, NV, , 23487232, 05, CO, , 2500001, 05, NC, , 000020149, 01, MS, BLUE CROSS OF MS, =========, 01, MS, COMMERICAL, =========, 01, MS, AETNA, 009908195, 05, AK, , 00020149, 05, MS, , 108481105, 05, AR, , 1430321, 05, KY, , 372079, 05, AZ, , XHSP32759, 05, CA, , XHSP42759, 05, CA, , =========, 01, MS, BENMARK, 00075205, 05, MS, , 1000022942, 05, DE, , 18204400002, 05, PA, , 908079, 05, IA, , HS022IP, 05, AK, , =========0001, 05, IL, , 0104140, 05, DC, , 05375086, 05, MS, , 100510031, 05, NV, , 1154317527, 05, MI, , 2314400, 05, ID, , 250001, 05, TN, , HS022OP, 05, AK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1386630705, 2, , <UNAVAIL>, STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER, , , , , , , HOLMES COUNTY HOSPITAL AND CLINIC, 3, , , , , , , , 2500 N STATE ST, , JACKSON, MS, 392164500, US, 6628341321, 6018156301, 239 BOWLING GREEN RD, , LEXINGTON, MS, 390955167, US, 6628341321, 6018156301, 09/21/2005, 06/26/2008, , , , , KENNEDY, WILLIAM, , DIRECTOR OF PATIENT FINANCIAL SERV, 6019844680, 282NC0060X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, MS, TRICARE, 00220609, 05, MS, , 000020838, 01, MS, STATE OF MS, 000020838, 01, MS, BLUE CROSS, =========, 01, MS, ALL COMMERICIAL, C02544, 01, MS, MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1699761064, 2, , <UNAVAIL>, STATE OF MISSISSIPPI - UNIVERSITY OF MISSISSIPPI MEDICAL CENTER, , , , , , , , , , , , , , , , 2500 N STATE ST, , JACKSON, MS, 392164500, US, 8668427574, 6018156301, 2500 N STATE ST, , JACKSON, MS, 392164500, US, 8668427574, , 09/21/2005, 04/01/2011, , , , , PUTT, DAVID, , CHIEF EXECUTIVE OFFICER, 6019844173, 273Y00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
