1902809924, 2, , <UNAVAIL>, THE SALUDA COUNSELING SERVICES CENTER INC., , , , , , , THE SALUDA CENTER, 3, , , , , , , , 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 2400 W MAIN ST, , ROCK HILL, SC, 297328968, US, 8033276103, 8033285443, 05/23/2005, 04/20/2008, , , , , JOHNSON, BARBARA, J, OFFICE MANAGER, 8033276103, 101YA0400X, , , N, 101YM0800X, , , Y, 101YP1600X, , , N, 101YP2500X, , , N, 1041C0700X, , , N, 106H00000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========006, 01, SC, BCBS, =========003, 01, SC, BCBS, =========001, 01, SC, BCBS, =========002, 01, SC, BCBS, =========005, 01, SC, BCBS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , 
1285635276, 2, , <UNAVAIL>, CHERAW FAMILY MEDICINE, , , , , , , , , , , , , , , , PO BOX 809, , CHERAW, SC, 295200809, US, 8435372171, 8435375926, 710 CHESTERFIELD HWY, , CHERAW, SC, 295207001, US, 8435372171, 8435375926, 08/02/2005, 04/20/2008, , , , , WILKES, DONNA, , OFFICE MANAGER, 8435372171, 207Q00000X, =========, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP0540, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1952302853, 2, , <UNAVAIL>, ALLERGIC DISEASE AND ASTHMA CENTER PA, , , , , , , , , , , , , , , , 1202 E BUTLER RD, , GREENVILLE, SC, 296075910, US, 8646273800, 8646722653, 1202 E BUTLER RD, , GREENVILLE, SC, 296075910, US, 8646273800, 8646722653, 08/02/2005, 03/18/2014, , , , , KAO, NEIL, L, PARTNER, 8646273800, 207KA0200X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PA2247, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1528069168, 2, , <UNAVAIL>, ODYSSEY HEALTHCARE OPERATING B LP, , , , , , , ODYSSEY HOSPICE, 3, , , , , , , , 12900 FOSTER STREET, SUITE 400, OVERLAND PARK, KS, 662132696, US, , , 5965 CORE AVE STE 603, , NORTH CHARLESTON, SC, 294066087, US, 8435544048, , 08/04/2005, 06/13/2013, , , , , SCHWARTZ, RUTH, C., ASSISTANT SECRETARY, 9138142288, 251G00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , HSP048, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1265433619, 2, , <UNAVAIL>, UNION COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE, , , , , , , , , , , , , , , , PO BOX 844, , UNION, SC, 293790844, US, 8644291656, 8644291667, 201 S HERNDON ST, , UNION, SC, 293792231, US, 8644291656, 8644291667, 08/09/2005, 08/18/2009, , , , , DAWKINS, JACQUELINE, P, EXECUTIVE DIRECTOR, 8644291656, 101YA0400X, OTP-045, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AD38UN, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , NCAC II,  CAC II, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1336140615, 2, , <UNAVAIL>, CORNERSTONE CLINIC, , , , , , , , , , , , , , , , 1462 CONSTITUTION BLVD, , ROCK HILL, SC, 297323075, US, 8039094060, 8039094044, 1462 CONSTITUTION BLVD, , ROCK HILL, SC, 297323075, US, 8039094040, 8039094044, 08/09/2005, 09/22/2010, , , , , HART, DARLINGTON, I, MEDICAL DIRECTOR, 8039094060, 207R00000X, 19950, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP2795, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1124029442, 2, , <UNAVAIL>, RESPONSIVE SOLUTIONS INC, , , , , , , , , , , , , , , , 4605 OLEANDER DR, SUITE 5, MYRTLE BEACH, SC, 295775739, US, 8434975433, 8434975432, 4605 OLEANDER DR, SUITE 5, MYRTLE BEACH, SC, 295775739, US, 8434975433, 8434975432, 08/09/2005, 01/24/2017, , , , , BANKS, CONRAD, E, PRESIDENT CO-OWNER, 8434975433, 183500000X, 1124029442, SC, N, 183700000X, 1124029442, SC, N, 251J00000X, 11124029442, SC, N, 3336H0001X, 20663, TX, N, 332B00000X, 3010, SC, N, 333600000X, 20663, TX, N, 332BP3500X, 3010, SC, N, 3336C0003X, 3010, SC, N, 333600000X, 3010, SC, N, 3336H0001X, 3010, SC, Y, 3336M0002X, 3010, SC, N, 3336M0002X, 20663, TX, N, 3336S0011X, 3010, SC, N, , , , , , , , , 1124029442, 01, SC, MEDICARE ID HOME INFUSION PHARMACY, 730107, 05, SC, , DME737, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., RPH, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , 
1548262587, 2, , <UNAVAIL>, CARDIOTHORACIC SURGERY OF CHARLESTON, , , , , , , , , , , , , , , , 125 DOUGHTY ST, SUITE 690, CHARLESTON, SC, 294035736, US, 8437208490, 8437273602, 125 DOUGHTY ST, SUITE 690, CHARLESTON, SC, 294035736, US, 8437208490, 8437273602, 08/10/2005, 07/08/2007, , , , , JONES, JEAN, , BILLING ADMINISTRATOR, 8437208490, 208G00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1770585648, 2, , <UNAVAIL>, CAROLINA ARRHYTHMIA CONSULTANTS, , , , , , , , , , , , , , , , 180 WINGO WAY, SUITE 204, MT PLEASANT, SC, 294641810, US, 8435341770, 8435341767, 180 WINGO WAY, SUITE 204, MT PLEASANT, SC, 294641810, US, 8435341770, 8435341767, 08/11/2005, 06/05/2008, , , , , JONES, JEAN, , BILLING COORDINATOR, 8435341770, 207RC0001X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1922000702, 2, , <UNAVAIL>, ALLEN L SLOAN MD PC, , , , , , , CSRA PAIN MANAGEMENT, 3, , , , , , , , 1168 W MARTINTOWN RD, , NORTH AUGUSTA, SC, 298412046, US, 8032020053, 8032020018, 1168 W MARTINTOWN RD, , NORTH AUGUSTA, SC, 298412046, US, 8032020053, 8032020018, 08/11/2005, 10/23/2012, , , , , SLOAN, ALLEN, L, OWNER/ PHYSICIAN, 8032020053, 207LP2900X, 14285, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00378672D, 05, GA, , 142851, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
1346242757, 2, , <UNAVAIL>, UPSTATE SPINE AND NEUROSURGERY CENTER, , , , , , , , , , , , , , , , 1075 BOILING SPRINGS RD, , SPARTANBURG, SC, 293032248, US, 8645837265, 8645910422, 1075 BOILING SPRINGS RD, , SPARTANBURG, SC, 293032248, US, 8645837265, 8645910422, 08/15/2005, 04/19/2011, , , , , ESCE, PHILLIP, , PRESIDENT, 8645837265, 207T00000X, 207T00000X, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PA1863, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1881696292, 2, , <UNAVAIL>, MIDLANDS PROSTHETICS ADN ORTHOTICS, , , , , , , , , , , , , , , , 147 PENDLETON ST NW, , AIKEN, SC, 298013859, US, 8036416007, 8036416047, 147 PENDLETON ST NW, , AIKEN, SC, 298013859, US, 8036416007, 8036416047, 08/15/2005, 07/09/2007, , , , , BREMER, ARTHUR, M., PRESIDENT,  PATIENT CARE MGR.,  CPO, 8036416007, 335E00000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 00943379A, 05, GA, , DE1980, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , CPO, , , , , , , , , , , , , , , , 
1710989256, 2, , <UNAVAIL>, HORRY COUNTY RESCUE SQUAD INC, , , , , , , , , , , , , , , , PO BOX 133, , CONWAY, SC, 295280133, US, 8432482900, 8434882327, 165 HIGHWAY 905, , CONWAY, SC, 295266801, US, 8432482900, 8434882327, 08/15/2005, 07/08/2007, , , , , HOWELL, DAVID, , CHIEF, 8432482900, 341600000X, 174, SC, X, 3416L0300X, 174, SC, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 174, 01, SC, DHEC AMBULANCE PROVIDER, AB0210, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , , , , , , , , , , , , , , , , , 
1710979893, 2, , <UNAVAIL>, DARLINGTON COUNTY EMS, , , , , , , , , , , , , , , , 1625 HARRY BYRD HWY, , DARLINGTON, SC, 295323520, US, 8433984443, 8433984447, 1625 HARRY BYRD HWY, , DARLINGTON, SC, 295323520, US, 8433984443, 8433984447, 08/16/2005, 07/08/2007, , , , , TANNER, BETTY, W, OFFICE MANAGER, 8433984443, 3416L0300X, 021, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 502183, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , NREMTP, , , , , , , , , , , , , , , , 
1588656656, 2, , <UNAVAIL>, SPROGIS & SPROGIS DDS PA, , , , , , , , , , , , , , , , 6B CLEVELAND CT, , GREENVILLE, SC, 296072414, US, 8642716213, 8642713970, 6B CLEVELAND CT, , GREENVILLE, SC, 296072414, US, 8642716213, 8642713970, 08/16/2005, 07/08/2007, , , , , SPROGIS, LESLIE, ANN, VICE PRESIDENT OF MY CORPORATION, 8642716215, 122300000X, 2548, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DDS, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1972595056, 2, , <UNAVAIL>, LAKE ROBINSON RESCUE SQUAD, , , , , , , , , , , , , , , , 1008 HARTSVILLE AIRPORT RD, , HARTSVILLE, SC, 295508459, US, 8433984443, 8433984447, 2364 W OLD CAMDEN RD, , HARTSVILLE, SC, 295509400, US, 8433984443, 8433984447, 08/16/2005, 07/08/2007, , , , , TANNER, BETTY, W, DIRECTOR, 8433984443, 3416L0300X, 136, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AB0237, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , NREMTP, , , , , , , , , , , , , , , , 
1104818152, 2, , <UNAVAIL>, CAPITAL CITY AMBULANCE INC, , , , , , , , , , , , , , , , PO BOX 6365, , NORTH AUGUSTA, SC, 298616365, US, 8034427555, 8032791275, 106 NEW DELAUGHTER DR, , NORTH AUGUSTA, SC, 298608471, US, 8034427555, 8032791275, 08/16/2005, 10/15/2007, , , , , HICKSON, NANCY, L, CFO, 8034427555, 341600000X, 215  541190608903, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , AB0220, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1073505038, 2, , <UNAVAIL>, PALMETTO SURGERY CENTER LLC, , , , , , , , , , , , , , , , 109 BLARNEY DR, , COLUMBIA, SC, 292236244, US, 8038658200, 8034197910, 109 BLARNEY DR, , COLUMBIA, SC, 292236244, US, 8038658200, 8034197910, 08/16/2005, 02/12/2015, , , , , BRILL, ALAN, , MANAGING OWNER, 8038658200, 261QA1903X, ASF 046, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ASF 046, 01, SC, DHEC LICENSE NUMBER, ASC 024, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , M.D., , , , , , , , , , , , , , , , 
1073505863, 2, , <UNAVAIL>, DRS HUTCHINSON & HANNA P A, , , , , , , , , , , , , , , , 114 GATEWAY CORP BLVD, STE 130, COLUMBIA, SC, 292039740, US, 8038659909, , 114 GATEWAY CORP BLVD, STE 130, COLUMBIA, SC, 292039740, US, 8038659909, 8038651409, 08/17/2005, 06/18/2008, , , , , HUTCHINSON, MILFORD, BERTEN, PARTNER, 8038659909, 207V00000X, , SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , M.D., 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1285626952, 2, , <UNAVAIL>, HOSPICE OF CHARLESTON HOME HEALTH AGENCY, , , , , , , , , , , , , , , , 3870 LEEDS AVE, SUITE 101, NORTH CHARLESTON, SC, 294057493, US, 8435293100, 8435293112, 3870 LEEDS AVE, SUITE 101, NORTH CHARLESTON, SC, 294057493, US, 8435293100, 8435293112, 08/18/2005, 07/08/2007, , , , , RINEHART, SHARON, WISE, OUTCOMES MANAGER, 8435293100, 251E00000X, HHA-051, SC, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 470350, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , R.N., , , , , , , , , , , , , , , , 
1588656185, 2, , <UNAVAIL>, UPSTATE CARDIOLOGY PA, , , , , , , , , , , , , , , , 1005 GROVE RD, , GREENVILLE, SC, 296054630, US, 8642357665, 8642335971, 1005 GROVE RD, , GREENVILLE, SC, 296054630, US, 8642357665, 8642335971, 08/19/2005, 10/05/2007, , 08/23/2005, 10/05/2007, , CEBE, JOHN, E, PRESIDENT, 8642357665, 207RC0000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , GP0975, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1699767194, 2, , <UNAVAIL>, YORK PATHOLOGY ASSOCIATES PA, , , , , , , YORK CLINICAL PATHOLOGY, 3, , , , , , , , PO BOX 6426, , CHRISTIANSBURG, VA, 240686426, US, , , 222 S HERLONG AVE, , ROCK HILL, SC, 297321158, US, 8033291234, , 08/19/2005, 09/21/2007, , , , , MAYNARD, JAMES, L., PRESIDENT, 8033291234, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , PA5529, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1568454056, 2, , <UNAVAIL>, CAROLINA ORTHOPAEDIC AND NEUROSURGICAL ASSOCIATES, , , , , , , , , , , , , , , , 1330 BOILING SPRINGS RD, STE 1600, SPARTANBURG, SC, 293032244, US, 8645826396, 8645821608, 1330 BOILING SPRINGS RD, STE 1600, SPARTANBURG, SC, 293032244, US, 8645826396, 8645821608, 08/19/2005, 01/16/2017, , , , , WALCHER, KAREN, D, OFFICE MANAGER, 8645826396, 207X00000X, 10436, SC, Y, 207X00000X, 17900, SC, N, 207XS0117X, 11210, SC, N, 207XS0117X, 13517, SC, N, 207XS0117X, 10774, SC, N, 207XX0004X, 16064, SC, N, 207XX0005X, 26630, SC, N, 2084V0102X, 860, SC, N, 363AS0400X, A153, SC, N, 363AS0400X, A843, SC, N, 363AS0400X, 1028, SC, N, 363AS0400X, 1157, SC, N, , , , , , , , , , , , , 1223, 01, SC, MEDICARE PROVIDER NUMBER, CL0608, 01, SC, RAILROAD MEDICARE GROUP #, PA0604, 05, SC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , BS, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , 
