1952304008, 2, , <UNAVAIL>, WILPAGE INC., , , , , , , WILPAGE MEDICAL, 3, , , , , , , , PO BOX 37, , HAWTHORNE, NJ, 075070037, US, 9734234100, 9734230715, 146 GENEVIEVE AVE, , HAWTHORNE, NJ, 075062332, US, 9734234100, 9734230715, 05/23/2005, 11/19/2013, , , , , ABRUZZO, SYLVESTER, , TREASURER, 9738354716, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0093831, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., JR., , , , , , , , , , , , , , , , , 
1184621484, 2, , <UNAVAIL>, QUALCARE THERAPY CENTER INC, , , , , , , , , , , , , , , , 2333 MORRIS AVE, SUITE C-3, UNION, NJ, 070835714, US, 9086883366, 9086888115, 2333 MORRIS AVE, SUITE C-3, UNION, NJ, 070835714, US, 9086883366, 9086888115, 06/30/2005, 10/18/2007, , , , , MENDONEZ, FRANK, , PRESIDENT/ADMINISTRATOR, 9086883366, 261QR0401X, 23133, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1083611388, 2, , <UNAVAIL>, SLEEP DIAGNOSTICS OF NEW JERSEY INC., , , , , , , SLEEP DISORDER CLINICS LLC, 3, , , , , , , , 2333 MORRIS AVE, SUITE C-103, UNION, NJ, 070835714, US, 9086883366, 9086888115, 2333 MORRIS AVE, SUITE C-103, UNION, NJ, 070835714, US, 9086883366, 9086888115, 06/30/2005, 08/16/2011, , , , , MENDONEZ, FRANK, , PRESIDENT, 9739796161, 261QS1200X, 23133, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1326045550, 2, , <UNAVAIL>, HAMILTON PARK HEALTH CARE CENTER, , , , , , , , , , , , , , , , 525 MONMOUTH ST, , JERSEY CITY, NJ, 073021527, US, 2016538800, 2012398502, 525 MONMOUTH ST, , JERSEY CITY, NJ, 073021527, US, 2016538800, 2012398502, 07/01/2005, 03/13/2008, , , , , MOCCO, LORRAINE, , OWNER, 2016538800, 314000000X, 060906, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1316944523, 2, , <UNAVAIL>, WELLNESS CENTER AT HAMILTON PARK, , , , , , , , , , , , , , , , 330 9TH ST, , JERSEY CITY, NJ, 073021561, US, 2017168400, 2017168405, 330 9TH ST, , JERSEY CITY, NJ, 073021561, US, 2017168400, 2017168405, 07/01/2005, 12/13/2007, , , , , MOCCO, LORRAINE, , OWNER, 2017168400, 261QR0401X, 22890, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1205833498, 2, , <UNAVAIL>, SUMMIT DENTIST, , , , , , , AESTHETIC DENTISTRY OF SUMMIT LLC, 4, , , , , , , , 52 DEFOREST AVE, 3RD FLOOR, SUMMIT, NJ, 07901, US, 9082733873, 9082730905, 52 DEFOREST AVE, 3RD FLOOR, SUMMIT, NJ, 079011930, US, 9082733873, 9082730905, 07/01/2005, 08/12/2013, , , , , OK, MINDY, , OWNER, 9082733873, 122300000X, 22-DI02025200, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DMD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1366449571, 2, , <UNAVAIL>, SHORE OUTPATIENT SURGICENTER LLC, , , , , , , , , , , , , , , , 360 ROUTE 70, , LAKEWOOD, NJ, 087015823, US, 7329429835, 7328861573, 360 ROUTE 70, , LAKEWOOD, NJ, 087015823, US, 7329429835, 7328861573, 07/01/2005, 11/09/2017, , , , , MORAN, JENETHA, D, AUTHORIZED OFFICIAL, 9727633893, 261QA1903X, 22372, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 490003641, 01, NJ, RAILROAD MEDICARE, 7642504, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1346247368, 2, , <UNAVAIL>, MERIDIAN HOSPITALS CORPORATION, , , , , , , JERSEY SHORE UNIVERSITY MEDICAL CENTER, 3, , , , , , , , 2020 6TH AVE, , NEPTUNE CITY, NJ, 077536109, US, 7328977130, 7328977227, 1945 ROUTE 33, , NEPTUNE, NJ, 077534859, US, 7327755500, , 07/05/2005, 02/24/2008, , , , , GANTNER, JOHN, , SENIOR VP,  FINANCE & CFO, 7327517520, 282N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3675700, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1821095969, 2, , <UNAVAIL>, KRAUSE COMPREHENSIVE DENTAL CARE, , , , , , , , , , , , , , , , 150 RIVER RD, BLDG. J-2, MONTVILLE, NJ, 070459441, US, 9733345556, , 150 RIVER RD, BLDG. J-2, MONTVILLE, NJ, 070459441, US, 9733345556, , 07/05/2005, 01/05/2016, , , , , KRAUSE, EVAN, SETH, OWNER/DENTIST, 9733345556, 1223G0001X, 14035, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , D.D.S., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1215934393, 2, , <UNAVAIL>, SOMERSET VALLEY VISITING NURSE ASSOCIATION INC., , , , , , , COMMUNITY VISITING NURSE SERVICE, 3, , , , , , , , 110 W END AVE, , SOMERVILLE, NJ, 088761824, US, 9087259355, 9082539672, 110 W END AVE, , SOMERVILLE, NJ, 088761824, US, 9087259355, 9082539672, 07/05/2005, 04/13/2012, , , , , BROPHY, ALYCE, , PRESIDENT AND CEO, 9087259355, 251E00000X, 71801, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3688500, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1669479796, 2, , <UNAVAIL>, CADBURY AT CHERRY HILL, , , , , , , CADBURY NURSING AND REHAB CENTER, 3, , , , , , , , 2150 ROUTE 38, , CHERRY HILL, NJ, 080024302, US, 8566674550, 8566673653, 2150 ROUTE 38, , CHERRY HILL, NJ, 080024302, US, 8566674550, 8566673653, 07/05/2005, 03/29/2012, , , , , KOLODZIEJ, JOHN, , CFO, 8563824033, 310400000X, 15A005, NJ, N, 314000000X, 060409, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4471105, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1750388823, 2, , <UNAVAIL>, HUNTERDON MEDICAL CENTER, , , , , , , HUNTERDON MEDICAL CENTER HOME HEALTH SERVICES, 3, , , , , , , , 2100 WESCOTT DR, , FLEMINGTON, NJ, 088224603, US, 9087886138, 9087886549, 215 RT 31 SOUTH, , FLEMINGTON, NJ, 088224603, US, 9087886138, 9087886549, 07/05/2005, 03/03/2017, , , , , MENY, CHRISTINE, , DIRECTOR, 9082375401, 251E00000X, 22421, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4145704, 05, NJ, , 4145712, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1811994890, 2, , <UNAVAIL>, ATLANTIC COAST REHAB & CARE CENTER LLC, , , , , , , , , , , , , , , , 485 RIVER AVE, , LAKEWOOD, NJ, 087014720, US, , , 485 RIVER AVE, , LAKEWOOD, NJ, 087014720, US, 7323647100, 7323642442, 07/05/2005, 08/14/2012, , , , , MAIEROVITS, AVROHOM, , CONTROLLER, 7323647100, 314000000X, 061504, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4495306, 05, NJ, , =========, 01, NJ, INSURANCE, A406796, 01, NJ, OXFORD INSURANCE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1811994809, 2, , <UNAVAIL>, AHS HOSPITAL CORP., , , , , , , CHILTON MEDICAL CENTER, 3, , , , , , , , 475 SOUTH ST, , MORRISTOWN, NJ, 079606459, US, , 9736609111, 97 WEST PARKWAY, , POMPTON PLAINS, NJ, 074441647, US, 9738315000, , 07/05/2005, 11/03/2016, , , , , LENAHAN, KEVIN, , CHIEF FINANCIAL OFFICER, 9736603190, 282N00000X, 11401, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4136209, 05, NJ, , 0390330, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1962409987, 2, , <UNAVAIL>, MERIDIAN HOSPITALS CORPORATION, , , , , , , OCEAN MEDICAL CENTER, 3, , , , , , , , 2020 6TH AVE, , NEPTUNE CITY, NJ, 077536109, US, 7328977130, 7328977227, 425 JACK MARTIN BLVD, , BRICK, NJ, 087247732, US, 7328402200, , 07/05/2005, 02/24/2008, , , , , GANTNER, JOHN, , SENIOR VP,  FINANCE & CFO, 7327517520, 282N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3674908, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1831196864, 2, , <UNAVAIL>, PENNSVILLE AMBULANCE DEPT., , , , , , , , , , , , , , , , 90 N BROADWAY, , PENNSVILLE, NJ, 080701750, US, 8566785015, 8566783792, 90 N BROADWAY, , PENNSVILLE, NJ, 080701750, US, 8566785015, 8566783792, 07/06/2005, 06/18/2008, , , , , JACK, ROBERT, E., ADMINISTRATOR, 8566785015, 341600000X, , NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8747601, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, TOWNSHIP OF PENNSVILLE, <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1285631234, 2, , <UNAVAIL>, KAREN ANN QUINLAN MEMORIAL FOUNDATION, , , , , , , KAREN ANN QUINLAN HOSPICE, 3, , , , , , , , 99 SPARTA AVE, , NEWTON, NJ, 078602614, US, 9733830115, 9733836889, 99 SPARTA AVE, , NEWTON, NJ, 078602614, US, 9733830115, 9733836889, 07/06/2005, 07/01/2008, , , , , CLAYTON, CECELIA, T, EXECUTIVE DIRECTOR, 9733830115, 251G00000X, 22656, NJ, Y, 251G00000X, 17041601, PA, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0097209, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , MPH, , , , , , , , , , , , , , , , 
1255338216, 2, , <UNAVAIL>, ONCOLOGY AND HEMATOLOGY ASSOCIATES, , , , , , , , , , , , , , , , 1029 N BROAD ST, , WOODBURY, NJ, 080963503, US, 8568485132, 8563840275, 17 W RED BANK AVE, SUITE 101, WOODBURY, NJ, 080961630, US, 8568489292, 8563840275, 07/06/2005, 04/20/2008, , , , , STAMBAUGH, JOHN, E, PRESIDENT, 8568489292, 207RH0003X, =========, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0191516000, 01, NJ, AMERIHEALTH, =========, 01, NJ, HORIZON BLUE SHIELD OF NJ, =========003, 01, NJ, TRICARE WISCONSIN PHYSCIA, 1027469, 01, NJ, HORIZON NJ MERCY HEALTH, 2500265, 01, NJ, GHI, 8427668, 01, NJ, AETNA, =========010, 01, NJ, CIGNA, G395759, 01, NJ, OXFORD, 0007374, 01, NJ, AETNA, 007331, 01, PA, PENNSYLVANIA BLUE SHIELD, 2750201, 05, NJ, , 0191516000, 01, NJ, KEYSTONE EAST, 007331, 01, NJ, BLAIRMILL, A7797, 01, NJ, RAILROAD MEDICARE, 01000343100, 01, NJ, AMERICHOICE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., JR., M.D., PH.D, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1396742102, 2, , <UNAVAIL>, RINGWOOD MEDICAL ASSOCIATES PA, , , , , , , , , , , , , , , , 52 SKYLINE DR, , RINGWOOD, NJ, 074562020, US, 9739626200, 9739620046, 52 SKYLINE DR, , RINGWOOD, NJ, 074562020, US, 9739626200, 9739620046, 07/07/2005, 04/10/2008, , , , , MILLS, ROBERT, , PHYSICIAN, 9739626200, 207R00000X, MB48584, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , CL5898, 01, NJ, RAILROAD MEDICARE GROUP#, 8421330, 01, NJ, AETNA PPO GROUP#, 0040274, 01, NJ, AETNA HMO GROUP#, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , D.O., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1750388443, 2, , <UNAVAIL>, COUNTY TREAS COUNTY OF MONMOUTH NJ, , , , , , , , , , , , , , , , 115 DUTCH LANE RD, , FREEHOLD, NJ, 077285500, US, 7324317420, 7323037642, 115 DUTCH LANE RD, , FREEHOLD, NJ, 077285500, US, 7324317420, , 07/07/2005, 10/27/2011, , , , , SNYDER, ROBYN, , BUSINESS MANAGER, 7326838600, 314000000X, 061314, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0020052, 05, NJ, , 4490002, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COUNTY OF MONMOUTH, <UNAVAIL>, , , , , , , , , , , , , , , , , , , 
1114924834, 2, , <UNAVAIL>, SAINT PETER'S UNIVERSITY HOSPITAL, , , , , , , SPUH AMB. CARE GROUP, 3, , , , , , , , 254 EASTON AVE, , NEW BRUNSWICK, NJ, 089011766, US, 7327456651, 7327457938, 254 EASTON AVE, , NEW BRUNSWICK, NJ, 089011766, US, 7327456651, 7327457938, 07/07/2005, 06/26/2008, , , , , STOLDT, GARRICK, , CFO, 7327456651, 282N00000X, 11205, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4139500, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, SAINT PETER'S HEALTHCARE SYSTEM,  INC., <UNAVAIL>, MR., , , , , , , , , , , , , , , , , , 
1902804693, 2, , <UNAVAIL>, ATLANTIC GYNECOLOGIC ON, , , , , , , , , , , , , , , , 3349 HWY 138, BLDG B SUITE F, WALL TOWNSHIP, NJ, 077199671, US, 7322805464, 7322805443, 3349 HWY 138, BLDG B SUITE F, WALL TOWNSHIP, NJ, 077199671, US, 7322805464, 7322805443, 07/07/2005, 01/09/2008, , , , , MENDUM, LISA, ANN, PRACTICE MANAGER, 7322805464, 207VX0201X, MB48253, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6734502, 05, NJ, , CG6895, 01, NJ, RAIL ROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1457358186, 2, , <UNAVAIL>, COUNTY TREAS COUNTY OF MONMOUTH NJ, , , , , , , , , , , , , , , , PO BOX 347, , ALLENWOOD, NJ, 087200347, US, 7326838600, 7329190538, 2350 HOSPITAL RD, , ALLENWOOD, NJ, 08720, US, 7326838600, 7329190538, 07/07/2005, 10/27/2011, , , , , SNYDER, ROBYN, , BUSINESS MANAGER, 7326838600, 314000000X, 061330, NJ, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0020061, 05, NJ, , 4490100, 05, NJ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, COUNTY OF MONMOUTH, <UNAVAIL>, MRS., , , , , , , , , , , , , , , , , , 
1831197508, 2, , <UNAVAIL>, MERIDIAN HOSPITALS CORPORATION, , , , , , , BAYSHORE COMMUNITY HOSPITAL, 3, , , , , , , , 727 N BEERS ST, , HOLMDEL, NJ, 077331514, US, 7327395900, 7328887324, 727 N BEERS ST, , HOLMDEL, NJ, 077331514, US, 7327395900, 7328887324, 07/07/2005, 07/25/2013, , , , , KOCZAN, MARILYN, , VP - FINANCE, 7328977800, 282N00000X, 11301, NJ, Y, 310400000X, 556100, NJ, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4141105, 05, NJ, , J004328, 01, NJ, CHAMPUS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
