1982607933, 2, , <UNAVAIL>, ADR LLC, , , , , , , , , , , , , , , , PO BOX 808, , CUMBERLAND, MD, 215010808, US, 3017241646, 3017247429, 952 SETON DR, , CUMBERLAND, MD, 215021950, US, 3017773522, 3017771902, 05/23/2005, 08/16/2010, , , , , KIM, JONG, K, PRESIDENT, 3017241646, 174400000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DA5555, 01, , RAILROAD MEDICARE, 403741300, 05, MD, , 001586989, 01, WV, MT ST BS, 216A, 01, MD, MD BLUE SHIELD, 0201927000, 05, WV, , J249, 01, MD, MD BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1609872357, 2, , <UNAVAIL>, MERCY MEDICAL CENTER, , , , , , , , , , , , , , , , PO BOX 222, , BALTIMORE, MD, 212030222, US, 4103329000, 4105455254, 301 SAINT PAUL PL, , BALTIMORE, MD, 212022102, US, 4103329000, 4105454254, 06/27/2005, 07/08/2007, , , , , KERN, MARK, F, CLINICAL COORD. ANTICOAGULATION SVC, 4103329149, 261Q00000X, 08861, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , PHARM D, , , , , , , , , , , , , , , , 
1043216773, 2, , <UNAVAIL>, ADVENTIST REHABILITATION HOSPITAL OF MARYLAND INC, , , , , , , ADVENTIST HEALTHCARE REHABILITATION, 3, , , , , , , , 820 W DIAMOND AVE, SUITE 500, GAITHERSBURG, MD, 208781419, US, 3013153030, , 9909 MEDICAL CENTER DR, , ROCKVILLE, MD, 208506361, US, 2408646000, , 06/27/2005, 04/27/2017, , , , , LEE, JAMES, , TREASURER AND SECRETARY, 3013153030, 283X00000X, 15-077, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 407075500, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1285630814, 2, , <UNAVAIL>, FREDERICK MEMORIAL HOSPITAL INC, , , , , , , PARKVIEW MEDICAL GROUP, 3, , , , , , , , 194 THOMAS JOHNSON DR STE A, , FREDERICK, MD, 217024683, US, 3016633137, 3016956939, 194 THOMAS JOHNSON DR STE A, , FREDERICK, MD, 217024683, US, 3016633137, 3016956939, 06/28/2005, 05/29/2013, , , , , VERBUS, JOHN, R., COO, 2405663350, 207Q00000X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 475917, 01, , AETNA PVN, W567, 01, , CAREFIRST BCBS GHMSI, KU77, 01, , CAREFIRST BCBS MARYLAND, 2020799, 01, , UNITED, 852071, 01, , UNITED MAMSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, FREDERICK MEMORIAL HOSPITAL INC, <UNAVAIL>, MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1679570253, 2, , <UNAVAIL>, NORTHGATE PHARMACY INC., , , , , , , NORTHGATE CARE PHARMACY, 3, , , , , , , , 3973 SAINT CHARLES PKWY, , WALDORF, MD, 206022683, US, 3019327977, 3019329373, 3973 SAINT CHARLES PKWY, , WALDORF, MD, 206022683, US, 3019327977, 3019329373, 06/28/2005, 07/09/2007, , , , , IPPOLITO, VINCENT, , PHARMACIST/PRESIDENT, 3019327977, 333600000X, P04037, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 456785, 01, MD, CDS NUMBER, BN8689652, 01, MD, DEA NUMBER, P04037, 01, MD, PHARMACY PERMIT #, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , RPH, , , , , , , , , , , , , , , , 
1801893235, 2, , <UNAVAIL>, FREDERICK MEMORIAL HOSPITAL INC, , , , , , , ONCOLOGY CARE CONSULTANTS, 3, , , , , , , , 501 W 7TH ST, SUITE 1A, FREDERICK, MD, 217014507, US, 3016628477, 3016685793, 501 W 7TH ST, SUITE 1A, FREDERICK, MD, 217014507, US, 3016628477, 3016685793, 06/30/2005, 04/20/2008, , , , , VERBUS, JOHN, R., COO, 2405663350, 207RH0003X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1790776, 01, , UNITED, 355410, 01, , UNITED MAMSI, 636300, 01, , NCPPO, 2090032, 01, , AETNA PVN, KE81, 01, , CAREFIRST BCBS MARYLAND, W575, 01, , CAREFIRST BCBS GHMSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, FREDERICK MEMORIAL HOSPITAL INC, <UNAVAIL>, MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1932106374, 2, , <UNAVAIL>, FREDERICK MEMORIAL HOSPITAL INC, , , , , , , UNION BRIDGE FAMILY PRACTICE, 3, , , , , , , , PO BOX 1110, , UNION BRIDGE, MD, 217911110, US, 4107752622, 4107752050, 104 N MAIN ST, , UNION BRIDGE, MD, 217919102, US, 4107752622, 4107752050, 06/30/2005, 04/20/2008, , , , , VERBUS, JOHN, R., COO, 2405663350, 207Q00000X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1771982, 01, , UNITED, KX12, 01, , CAREFIRST BCBS MARYLAND, W590, 01, , CAREFIRST BCBS GHMSI, 780204, 01, , AETNA PVN, 843493, 01, , UNITED MAMSI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Y, FREDERICK MEMORIAL HOSPITAL INC, <UNAVAIL>, MR., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1043217524, 2, , <UNAVAIL>, ERGONOMICALLY CORRECT LLC, , , , , , , , , , , , , , , , 134 HOLIDAY CT, SUITE 309, ANNAPOLIS, MD, 214017008, US, 4105735733, 4108979118, 788 ROLLING VIEW DR, , ANNAPOLIS, MD, 214094655, US, 4439941251, , 06/30/2005, 10/14/2008, , , , , FLETCHER, DAVID, ANDREW, OWNER, 4105735733, 225100000X, 19655, MD, Y, 2251E1200X, 19655, MD, N, 2251G0304X, 19655, MD, N, 2251N0400X, 19655, MD, N, 2251S0007X, 19655, MD, N, 2251X0800X, 19655, MD, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 19655, 01, MD, P.T. LICENSE NUMBER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , PT, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , 
1376540856, 2, , <UNAVAIL>, TOWSON REHABILITATION CENTER LLC, , , , , , , , , , , , , , , , 7401 OSLER DR, SUITE 110, TOWSON, MD, 212047673, US, 4102968888, 4102966745, 7401 OSLER DR, SUITE 110, TOWSON, MD, 212047673, US, 4102968888, 4102966745, 06/30/2005, 04/20/2008, , , , , FIORINO, MARK, , PRESIDENT, 4102968888, 261QR0400X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========-012, 01, WI, BC/BS OF WISCONSIN, 1373021, 01, PA, HIMARK BC/BS OF PA, 319813, 01, PA, BC/BS OF PENNSYLVANIA, 4040326, 01, TN, BC/BS OF TENNESSEE, W226, 01, MD, FEDERAL BC/BS, 435557, 01, VA, ANTHEM TRIGON, LN91, 01, MD, BC/BS OF MARYLAND, 137008100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , P.T., , , , , , , , , , , , , , , , 
1386641652, 2, , <UNAVAIL>, DR. FRED GELIN PA, , , , , , , , , , , , , , , , 7809 WISE AVE, , BALTIMORE, MD, 212223339, US, 4102880666, 4102880667, 7809 WISE AVE, , BALTIMORE, MD, 212223339, US, 4102880666, 4102880667, 07/01/2005, 12/19/2008, , , , , GELIN, FRED, , PRESIDENT, 4102880666, 213E00000X, 551, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 319788, 01, MD, OPTIMUM CHOICE, 4379918, 01, MD, AETNA PPO, R003-0001, 01, , BC/BS FEDERAL, 769638800, 05, MD, , R003-0001, 01, , BC/BS BLUECHOICE, 319788, 01, MD, MDIPA, T159FR, 01, MD, BC/BS, 319788, 01, MD, MAMSI, 3584341, 01, MD, AETNA HMO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , D.P.M., 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1144227315, 2, , <UNAVAIL>, SPRINGBROOK ADVENTIST NURSING AND REHABILITATION CENTER INC, , , , , , , SPRINGBROOK NURSING AND REHAB CENTER, 4, , , , , , , , 12325 NEW HAMPSHIRE AVE, , SILVER SPRING, MD, 209042957, US, 3016224600, , 12325 NEW HAMPSHIRE AVE, , SILVER SPRING, MD, 209042957, US, 3016224600, , 07/04/2005, 01/26/2010, , , , , MARIZAN, RICHARD, AITON, DIRECTOR,  CENTRAL BUSINESS OFFICE, 3013153272, 314000000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 150607200, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1871590042, 2, , <UNAVAIL>, BRADFORD OAKS NURSING & REHABILITAION CENTER INC, , , , , , , BRADFORD OAKS NURSING AND REHABILITATION CENTER, 3, , , , , , , , 7520 SURRATTS RD, , CLINTON, MD, 207353353, US, 3018561660, 3018563228, 7520 SURRATTS RD, , CLINTON, MD, 207353353, US, 3018561660, 3018563228, 07/04/2005, 01/26/2010, , , , , MARIZAN, RICHARD, A, DIRECTOR,  CENTRAL BUSINESS OFFICE, 3013153272, 314000000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 102001300, 05, MD, , 301204200, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1598762767, 2, , <UNAVAIL>, GENERAL CONFERENCE OF SEVENTH DAY ADVENTIST, , , , , , , SLIGO CREEK NURSING & REHABILITATION CENTER, 5, , , , , , , , 7525 CARROLL AVE, , TAKOMA PARK, MD, 209125715, US, 3012704200, 3012703353, 7525 CARROLL AVE, , TAKOMA PARK, MD, 209125715, US, 3012704200, 3012703353, 07/04/2005, 05/11/2010, , , , , MARIZAN, RICHARD, A, DIRECTOR,  CENTRAL BUSINESS OFFICE, 3013153272, 314000000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 410842600, 05, MD, , 152677400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1134126303, 2, , <UNAVAIL>, FAIRLAND ADVENTIST NURSING & REHABILITATION CENTER INC, , , , , , , FAIRLAND NURSING AND REHABILITATION CENTER, 3, , , , , , , , 2101 FAIRLAND RD, , SILVER SPRING, MD, 209045427, US, 3013846161, 3013841099, 2101 FAIRLAND RD, , SILVER SPRING, MD, 209045427, US, 3013846161, 3013841099, 07/04/2005, 01/26/2010, , , , , MARIZAN, RICHARD, A, DIRECTOR,  CENTRAL BUSINESS OFFICE, 3013153272, 314000000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 151027400, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1043217219, 2, , <UNAVAIL>, SHADY GROVE ADVENTIST NURSING & REHABILITATION CENTER INC, , , , , , , SHADY GROVE NURSING AND REBAH CENTER, 3, , , , , , , , 9701 MEDICAL CENTER DR, , ROCKVILLE, MD, 208503326, US, 3013151900, 3013151901, 9701 MEDICAL CENTER DR, , ROCKVILLE, MD, 208503326, US, 3013151900, 3013151901, 07/04/2005, 01/26/2010, , , , , MARIZAN, RICHARD, A, DIRECTOR,  CENTRAL BUSINESS OFFICE, 3013153272, 314000000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 158057400, 05, MD, , 403480500, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1861499030, 2, , <UNAVAIL>, GLADE VALLEY NURSING & REHABILITATION CENTER INC, , , , , , , GLADE VALLEY NURSING AND REHAB CENTER, 3, , , , , , , , 56 W FREDERICK ST, , WALKERSVILLE, MD, 217938254, US, 3018984304, 3018984343, 56 W FREDERICK ST, , WALKERSVILLE, MD, 217938254, US, 3018984304, 3018984343, 07/04/2005, 01/26/2010, , , , , MARIZAN, RICHARD, A, DIRECTOR,  CENTRAL BUSINESS OFFICE, 3013153272, 314000000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 430910300, 05, MD, , 951000100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1306843578, 2, , <UNAVAIL>, ADVENTIST SENIOR LIVING SERVICES, , , , , , , ADVENTIST HEALTHCARE- ASLS, 3, , , , , , , , 1801 RESEARCH BLVD, SUITE 300, ROCKVILLE, MD, 208503152, US, 3013153450, 3013153359, 1801 RESEARCH BLVD, SUITE 300, ROCKVILLE, MD, 208503152, US, 3013153450, 3013153359, 07/04/2005, 07/09/2007, , , , , MARIZAN, RICHARD, A, DIRECTOR,  CENTRAL BUSINESS OFFICE, 3013153272, 332B00000X, , MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1720085897, 2, , <UNAVAIL>, AUGSBURG LUTHERAN HOME OF MD INC, , , , , , , , , , , , , , , , 6811 CAMPFIELD RD, , BALTIMORE, MD, 212074657, US, 4104864573, 4106538744, 6811 CAMPFIELD RD, , BALTIMORE, MD, 212074657, US, 4104864573, 4106538744, 07/05/2005, 10/24/2011, , , , , POTTER, JEROME, DAVID, INFORMATION SYSTEMS MANAGER, 4434711004, 314000000X, 03-003, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 71-00455, 01, MD, EVERCARE, 032087100, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1952308819, 2, , <UNAVAIL>, HORIZON PHYSICIANS PC, , , , , , , , , , , , , , , , 9210 CORPORATE BLVD, SUITE 100, ROCKVILLE, MD, 208504608, US, 3013301000, 3013309108, 20500 SENECA MEADOWS PKWY, SUITE 2400, GERMANTOWN, MD, 208767008, US, 3019160550, 3019165230, 07/06/2005, 04/20/2008, , , , , SANDERS, JEANNE, , PRESIDENT/CEO, 3013301000, 208D00000X, =========, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , FACHE, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1295732006, 2, , <UNAVAIL>, XAVIER-CLINTON LLC, , , , , , , CLINTON NURSING & REHAB, 5, , , , , , , , 9211 STUART LN, , CLINTON, MD, 207352712, US, 3018683600, 3018685883, 9211 STUART LN, , CLINTON, MD, 207352712, US, 3018683600, 3018685883, 07/07/2005, 07/09/2007, , , , , SKAGGS, CHARLOTTE, , BOM, 3018683600, 313M00000X, 16001, MD, X, 314000000X, 16001, MD, X, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , , , , , , , , , , , , , , , , 
1225035058, 2, , <UNAVAIL>, HERITAGE CARE INC, , , , , , , ST THOMAS MORE NURSING & REHAB CENTER, 3, , , , , , , , 4922 LASALLE RD, , HYATTSVILLE, MD, 207823302, US, 3018642333, 3018641377, 4922 LASALLE RD, , HYATTSVILLE, MD, 207823302, US, 3018642333, 3018641377, 07/07/2005, 07/08/2008, , , , , NASRAWY, JOSEPH, , CFO, 3018642333, 314000000X, 14703200400, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 800680600, 05, MD, , PM9, 01, MD, BLUECROSS BLUESHIELDS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1265439004, 2, , <UNAVAIL>, NEW ANNAPOLIS NURSING LLC, , , , , , , , , , , , , , , , 900 VAN BUREN ST, , ANNAPOLIS, MD, 214032124, US, 3018585810, , 900 VAN BUREN ST, , ANNAPOLIS, MD, 214032124, US, 3018585810, , 07/07/2005, 10/23/2008, , , , , NEISWANGER, MATTHEW, , ADMINISTRATOR OWNER, 3018642333, 314000000X, 02002, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 406204300, 05, MD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1427055359, 2, , <UNAVAIL>, POTOMAC PEDAITRICS, , , , , , , , , , , , , , , , 9715 MEDICAL CENTER DR, SUITE 230, ROCKVILLE, MD, 208503320, US, 3012796750, 3012796749, 9715 MEDICAL CENTER DR, SUITE 230, ROCKVILLE, MD, 208503320, US, 3012796750, 3012796749, 07/07/2005, 04/20/2008, , , , , GLASSMAN, CAREN, , OWNER/PHYSICIAN, 3012796750, 208000000X, D0053781, MD, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, MD, TAX ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , , 193400000X MULTIPLE SINGLE SPECIALTY GROUP, , , , , , , , , , , , , , , 
