1528061553, 2, , <UNAVAIL>, DAYWEST HEALTHCARE SERVICES, , , , , , , HIGHLAND CARE CENTER, 3, , , , , , , , 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 4285 HIGHLAND DR, , SALT LAKE CITY, UT, 841242603, US, 8012782839, 8012726109, 05/23/2005, 06/17/2008, , , , , MURRAY, JASON, , ADMINISTRATOR, 8012782839, 314000000X, 2004-NCF-49, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870304091006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1255324554, 2, , <UNAVAIL>, DAVIS/BURKETT FOOD CORP, , , , , , , DAVIS FOOD AND DRUG #1, 3, , , , , , , , 575 W MAIN ST, , VERNAL, UT, 840782405, US, 4357897011, 4357814804, 575 W MAIN ST, , VERNAL, UT, 840782405, US, 4357897011, 4357814804, 08/23/2005, 02/14/2017, , , , , SORENSON, MIKE, , PHARMACY OPERATIONS MANAGER, 4357897011, 333600000X, 5790736-1703, UT, Y, 3336C0003X, 5790736-1703, UT, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , PHARMD, , , , , , , , , , , , , , , , 
1477546216, 2, , <UNAVAIL>, DR DOUGLAS R DAVIS PC, , , , , , , DAVIS CHIROPRACTIC, 3, , , , , , , , 1770 E FORT UNION BLVD, SUITE 101, SALT LAKE CITY, UT, 841212876, US, 8019420069, 8019422809, 1770 E FORT UNION BLVD, SUITE 101, SALT LAKE CITY, UT, 841212876, US, 8019420069, 8019422809, 08/26/2005, 12/06/2007, , , , , DAVIS, DOUGLAS, RAY, PRESIDENT OWNER, 8019420069, 111N00000X, 5926, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1750374443, 2, , <UNAVAIL>, LIFE SKILLS NUTRITIONAL SUPPLEMENTS, , , , , , , , , , , , , , , , 15173 ROSE CANYON RD, , HERRIMAN, UT, 840654482, US, 8015541830, 8018582626, 6912 S 185 W, SUITE A, MIDVALE, UT, 840473719, US, 8015541830, 8018582626, 08/26/2005, 12/02/2008, , , , , DOHERTY, ANGIE, JEANIE, MANAGER, 8015541830, 332B00000X, 20021545, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1013900661, 2, , <UNAVAIL>, HOSPICE FOR UTAH INC., , , , , , , , , , , , , , , , 11639 S 700 E, SUITE 100, DRAPER, UT, 840208298, US, , , 11639 S 700 E, SUITE 100, DRAPER, UT, 840208269, US, 8015761455, , 08/30/2005, 12/31/2012, , , , , MARTINEZ, ALETHEA, M, ADMINISTRATOR, 8016216642, 251G00000X, 2005-HOSPICE-897, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========, 01, UT, PRIVATE INSURANCE GROUPS, =========005, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1184618514, 2, , <UNAVAIL>, MAYER CHIROPRACTIC AND WELLNESS PC, , , , , , , , , , , , , , , , 926 W 1700 S, SUITE B, CLEARFIELD, UT, 840158530, US, 8017758880, 8017758890, 926 W 1700 S, SUITE B, CLEARFIELD, UT, 840158530, US, 8017758880, 8017758890, 08/31/2005, 07/08/2007, , , , , MAYER, BRENT, JAMES, PRESIDENT, 8017738880, 111N00000X, 48735991202, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 528515844001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1295729473, 2, , <UNAVAIL>, SPINAL REHAB SPECIALISTS, , , , , , , , , , , , , , , , 1704 S STATE ST, , OREM, UT, 840978011, US, 8012212999, 8012243235, 1704 S STATE ST, , OREM, UT, 840978011, US, 8012212999, 8012243235, 09/02/2005, 07/08/2007, , , , , ADAMSON, MARGARET, , INSURANCE BILLING SPECIALIST, 8012922146, 111N00000X, 2640381202, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5241711600001, 01, UT, BLUECROSS BLUESHIELD, 159151, 01, UT, DMBA, 107000867101, 01, UT, IHC, 32346, 01, UT, PEHP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1700870896, 2, , <UNAVAIL>, AVALON VALLEY CARE CENTER LLC, , , , , , , , , , , , , , , , 206 N 2100 W, , SALT LAKE CITY, UT, 841164740, US, 8013250153, 8015969001, 2472 S 300 E, , SALT LAKE CITY, UT, 841152895, US, 8014662211, 8014861154, 09/06/2005, 08/29/2013, , , , , LINCOLN, FAYE, , VP,  POLICY/GOVERNMENT RELATIONS, 8013250153, 314000000X, 2005-NCF-55, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1033103015, 2, , <UNAVAIL>, MAYER CHIROPRACTIC INC, , , , , , , , , , , , , , , , 926 W 1700 S, SUITE B, CLEARFIELD, UT, 840158530, US, 8017758880, 8017758890, 926 W 1700 S, SUITE B, CLEARFIELD, UT, 840158530, US, 8017758880, 8017758890, 09/07/2005, 07/08/2007, , , , , MAYER, STEVE, DAVID, PRESIDENT, 8017758880, 111N00000X, 27743031202, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 528516031001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , DC, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1912991738, 2, , <UNAVAIL>, NORTHWEST ORTHOTICS & PROSTHETICS, , , , , , , , , , , , , , , , 1675 N FREEDOM BLVD, STE 12 C, PROVO, UT, 846042540, US, 8013773433, 8013774127, 1675 N FREEDOM BLVD, STE 12 C, PROVO, UT, 846042540, US, 8013773433, 8013774127, 09/08/2005, 05/09/2013, , , , , HILL, DAVID, , OWNER / BOCO, 8013773433, 332BC3200X, D44206, UT, N, 335E00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 820305315003, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , BOCO, , , , , , , , , , , , , , , , 
1699760140, 2, , <UNAVAIL>, STRATA MEDICAL LLC, , , , , , , BULLFROG URGENT CARE, 3, , , , , , , , 80 W MAIN ST, SUITE 201, PRICE, UT, 845012814, US, 4356136500, 4356136515, 4313 BULLFROG, NPS DRO HWY 276, LAKE POWELL, UT, 84533, US, 4356842288, 4356842239, 09/12/2005, 07/08/2007, , , , , HUMES, CRAIG, S, MANAGING PARTNER, 4356842288, 261QS1000X, 1018291206, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MR., , PAC, , , , , , , , , , , , , , , , 
1346235645, 2, , <UNAVAIL>, TOPHAMS TINY TOTS CARE CENTER, , , , , , , , , , , , , , , , 247 N 100 E, , OREM, UT, 840574731, US, 8012250323, 8012250046, 247 N 100 E, , OREM, UT, 840574731, US, 8012250323, 8012250046, 09/13/2005, 04/20/2008, , , , , HALLING, JOYCE, L, ADM, 8012250323, 313M00000X, 2005NCF2005, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========02, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , HEALTH FACILITY ADM, , , , , , , , , , , , , , , , 
1164417366, 2, , <UNAVAIL>, MEDSOURCE INC., , , , , , , , , , , , , , , , 10520 S 700 E STE 210, , SANDY, UT, 840700943, US, 8017713939, 8885062344, 10520 S 700 E STE 210, , SANDY, UT, 840700943, US, 8017713939, 8888288290, 09/13/2005, 12/05/2017, , , , , CHARLES, DAVID, , PRESIDENT, 8017713939, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1346235496, 2, , <UNAVAIL>, SANDY CITY CORP, , , , , , , SANDY CITY FIRE DEPARTMENT AMBULANCE, 3, , , , , , , , PO BOX 1099, , SANDY, UT, 840911099, US, 8015682940, 8015687154, 9070 S. 150 E., , SANDY, UT, 840702735, US, 8015682940, 8015687154, 09/14/2005, 04/05/2013, , , , , ROSENKRANTZ, DONALD, , FIRE CHIEF, 8015682936, 3416L0300X, 1809L, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 590006711, 01, , RAILROAD MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1891781357, 2, , <UNAVAIL>, AUDIOLOGY MANAGEMENT LLC, , , , , , , AUDIOLOGY & HEARING CARE OF SO UTAH, 3, , , , , , , , 1490 E FOREMASTER DR, SUITE 360, ST GEORGE, UT, 847904488, US, 4356888866, 4356882882, 1490 E FOREMASTER DR, SUITE 360, ST GEORGE, UT, 847904488, US, 4356888866, 4356882882, 09/21/2005, 11/30/2007, , , , , GREER, LANCE, F, CO OWNER MEMBER, 4356888866, 231H00000X, 5502, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , AUD FAAA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1285620740, 2, , <UNAVAIL>, DESERET AUDIOLOGY & HEARING, , , , , , , KIMBALL B FORBES, 3, , , , , , , , 1490 E FOREMASTER DR, #360, ST GEORGE, UT, 847904508, US, 4356888866, 4356882882, 1490 E FOREMASTER DR, #360, ST GEORGE, UT, 847904508, US, 4356888866, 4356882882, 09/21/2005, 12/03/2007, , , , , FORBES, KIMBALL, B, PRESIDENT, 4356888866, 231H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , MCD FAAA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1487640959, 2, , <UNAVAIL>, L & S HEARING HEALTHCARE, , , , , , , LANCE F GREER, 3, , , , , , , , 1490 E FOREMASTER DR, #360, ST GEORGE, UT, 847904508, US, 4356888866, 4356882882, 1490 E FOREMASTER DR, STE 360, ST GEORGE, UT, 847904488, US, 4356888866, 4356882882, 09/21/2005, 12/03/2007, , , , , GREER, LANCE, F, PRESIDENT, 4356888866, 231H00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , AU D FAAA, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1942296223, 2, , <UNAVAIL>, ST. MARKS TRANSITIONAL CARE CENTER, , , , , , , , , , , , , , , , 1200 E 3900 S, , SALT LAKE CITY, UT, 841241300, US, 8012687500, 8012703370, 1200 E 3900 S, , SALT LAKE CITY, UT, 841241300, US, 8012687500, 8012703370, 09/22/2005, 07/08/2007, , , , , HALL, CINDY, LYN, DIRECTOR TCC, 8012687500, 314000000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , UT0083, 01, UT, UTAH FACILITY ID, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MS., , RN,  HFA, , , , , , , , , , , , , , , , 
1508852641, 2, , <UNAVAIL>, NEUROSURGICAL CLINIC OF UTAH, , , , , , , , , , , , , , , , 24 S 1100 E, , SALT LAKE CITY, UT, 841021500, US, 8015317806, 8013555566, 24 S 1100 E, SUITE 302, SALT LAKE CITY, UT, 841021500, US, 8015317806, 8013555566, 09/23/2005, 08/20/2007, , , , , HOOD, ROBERT, S, PRESIDENT, 8015317806, 207T00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1932195682, 2, , <UNAVAIL>, BEAR RIVER MEDICAL ARTS PC, , , , , , , , , , , , , , , , 300 W 1400 S, , GARLAND, UT, 843129393, US, 4352572469, 4352572434, 300 W 1400 S, , GARLAND, UT, 843129393, US, 4352572469, 4352572434, 09/27/2005, 04/20/2008, , , , , SCHOW, JAN ERIK, , PRESIDENT, 4352572469, 207Q00000X, 2892981205, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========013, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
1174510713, 2, , <UNAVAIL>, PICKMEUP MEDICAL TRANSPORT, , , , , , , , , , , , , , , , PO BOX 713, , OREM, UT, 840590713, US, 8012241048, 8012244246, 418 SOUTH COMMERCE DR., , OREM, UT, 84058, US, 8012241048, 8012244246, 09/29/2005, 07/09/2007, , , , , WARD, JON, , CEO, 8012241048, 343900000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 870570096006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1578550083, 2, , <UNAVAIL>, OGDEN CLINIC, , , , , , , , , , , , , , , , 4650 HARRISON BLVD, , OGDEN, UT, 844034303, US, (801) 475-3000, 8014753000, 4650 HARRISON BLVD, , OGDEN, UT, 844034303, US, 8014753000, 8014753000, 09/29/2005, 12/15/2017, , , , , SEALE, FRED, , BOARD PRESIDENT, 8014753254, 207N00000X, , , N, 207Q00000X, , , Y, 207R00000X, , , N, 207V00000X, , , N, 207X00000X, , , N, 208000000X, , , N, 2085R0202X, , , N, 208600000X, , , N, 208800000X, , , N, 208C00000X, , , N, 213E00000X, , , N, 225100000X, , , N, 231H00000X, , , N, 363A00000X, , , N, 363L00000X, , , N, =========006, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 
1477540870, 2, , <UNAVAIL>, INTERMOUNTAIN NEUROLOGY, , , , , , , , , , , , , , , , PO BOX 1512, , LAYTON, UT, 840416512, US, 8015939223, 8015939626, 6112 S 1550 E, , OGDEN, UT, 844055007, US, 8014757707, 8014757322, 09/30/2005, 07/08/2007, , , , , IMANI, JAHAN, , OWNER, 8014757707, 207R00000X, 260615, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1053308452, 2, , <UNAVAIL>, SKYLINE PAIN CLINIC, , , , , , , , , , , , , , , , PO BOX 9519, , OGDEN, UT, 844090519, US, 8014764448, 8014764449, 5315 ADAMS AVE PKWY, SUITE A, OGDEN, UT, 844054766, US, 8014764448, 8014764449, 09/30/2005, 12/23/2009, , , , , IMANI, JAHAN, , OWNER, 8014764448, 208VP0000X, 260615, UT, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , =========001, 05, UT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193400000X SINGLE SPECIALTY  GROUP, , , , , , , , , , , , , , , 
