1720081763, 2, , <UNAVAIL>, TOWNE & COUNTRY PHARMACY FLORIST & GIFTS INC, , , , , , , , , , , , , , , , PO BOX 364, 675 EAST HWY 60, HARDINSBURG, KY, 401430364, US, 2707562151, 2707565199, 675 EAST HWY 60, , HARDINSBURG, KY, 401430675, US, 2707562151, 2707565199, 05/23/2005, 05/03/2017, , , , , WILLOUGHBY, LAURA, GAYLE, PHARMACIST, 2707562151, 183500000X, P06296, KY, N, 332BX2000X, MG0340, KY, Y, 333600000X, P06296, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90050147, 05, KY, , 000000189330, 01, KY, ANTHEM, 1071411, 01, KY, PASSPORT, 54032560, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , RPH, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1154328482, 2, , <UNAVAIL>, PATTIE A CLAY INFIRMARY ASSOCIATION, , , , , , , PATTIE A CLAY INFIRMARY ASSOCIATION, 5, , , , , , , , 648 UNIVERSITY SHOPPING CTR, , RICHMOND, KY, 404752614, US, 8596231950, 8596230619, 648 UNIVERSITY SHOPPING CTR, , RICHMOND, KY, 404752614, US, 8596231950, 8596230619, 07/01/2005, 12/10/2007, , , , , MAIONCHI, PAULA, , DIRECTOR, 8596231950, 261QU0200X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, , , , , , , , , , , , , , , , 
1295732477, 2, , <UNAVAIL>, ANDERSON COUNTY TREASURER, , , , , , , ANDERSON COUNTY AMBULANCE SERVICE, 3, , , , , , , , 1191 BYPASS S, PO BOX 580, LAWRENCEBURG, KY, 403420580, US, 5028397278, , 1191 BYPASS S, , LAWRENCEBURG, KY, 403429722, US, 5028397278, 5028397388, 07/04/2005, 08/01/2013, , , , , POWELL, BART, , DIRECTOR, 5028397378, 3416L0300X, 1253, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070451, 01, KY, ANTHEM BLUE CROSS, 230581500, 01, , US DEPT OF LABOR, 93090, 01, KY, COVENTRY CARES,  MCO MEDICAID, 225347, 01, KY, WELLCARE,  MCO MEDICAID, 55001572, 05, KY, , 590007279, 01, , RAILROAD MEDICARE (PALMENTO), 56030877, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1831196013, 2, , <UNAVAIL>, COUNTY OF BALLARD FISCAL COURT, , , , , , , BALLARD COUNTY AMBULANCE SERVICE, 3, , , , , , , , PO BOX 9150, , PADUCAH, KY, 420029150, US, 2707449600, 2707440834, 150 BROADWAY, , LA CENTER, KY, 420569998, US, 2706659328, 2706655083, 07/04/2005, 10/26/2015, , , , , VINIARD, VICKIE, , JUDGE EXEC, 2703355176, 3416L0300X, 1501, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56003478, 05, KY, , 000000232102, 01, KY, ANTHEM BLUE CROSS, 605804900, 01, , US DEPARTMENT OF LABOR, 623460, 01, KY, WELLCARE  - MEDICAID MCO, 406590892, 01, , RR MEDICARE, 55004014, 05, KY, , =========001, 05, IL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1003813288, 2, , <UNAVAIL>, GARRARD COUNTY FISCAL COURT, , , , , , , GARRARD COUNTY AMBULANCE SERVICE, 3, , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424315011, US, 2708248123, 2708248140, 319 STANFORD ST, , LANCASTER, KY, 404441238, US, 8597926288, , 07/04/2005, 02/27/2012, , , , , WILSON, JOHN, , JUDGE/EXEC, 8597926288, 3416L0300X, 1525, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55040018, 05, KY, , 614932400, 01, , US DEPARTMENT OF LABOR, 000000070450, 01, KY, ANTHEM BLUE CROSS, 56003965, 05, KY, , 614932400, 01, KY, BLACK LUNG PROGRAM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1821095001, 2, , <UNAVAIL>, HANCOCK COUNTY, , , , , , , HANCOCK COUNTY EMS, 3, , , , , , , , PO BOX 165, , HARTFORD, KY, 423470165, US, 2702984415, 2702984417, 655 HAWES BLVD, , HAWESVILLE, KY, 423482516, US, 2709271310, 2709271313, 07/04/2005, 11/04/2010, , , , , MCCASLIN, JACK, , JUDGE EXEC, 2709271310, 3416L0300X, 1041, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55046031, 05, KY, , 406590768, 01, , RR MEDICARE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1649277823, 2, , <UNAVAIL>, CITY OF HICKMAN, , , , , , , CITY OF HICKMAN AMBULANCE SERVICE, 3, , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424310012, US, 2708248123, 2708248140, 801 MOSCOW AVE, , HICKMAN, KY, 420501401, US, 2702362535, , 07/04/2005, 07/08/2007, , , , , MURRAY, BILL, , DIRECTOR, 2702362535, 3416L0300X, 1008, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55038012, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1558368738, 2, , <UNAVAIL>, HOPKINSVILLE-CHRISTIAN COUNTY AMBULANCE SERVICE, , , , , , , HCC AMBULANCE SERVICE, 3, , , , , , , , PO BOX 9150, , PADUCAH, KY, 420029150, US, 2708901400, 2707448642, 116 W 1ST ST, , HOPKINSVILLE, KY, 422402302, US, 2708901400, , 07/04/2005, 11/22/2016, , , , , MONTGOMERY, FREDDIE, , FIRE CHIEF, 2708901400, 3416L0300X, 1019, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 083440000, 01, , UMWA HEALTH & RETIREMENT, N296272, 01, KY, WELLCARE,  MCO MEDICAID, 92271, 01, KY, COVENTRY CARES,  MCO MEDICAID, 55024012, 05, KY, , 4582421, 05, TN, , 56029697, 05, KY, , 55001374, 05, KY, , 000000070306, 01, KY, ANTHEM BLUE CROSS, 609250800, 01, , FEDERAL BLACK LUNG PROGRAM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , JR., , , , , , , , , , , , , , , , , 
1467459644, 2, , <UNAVAIL>, LIVINGSTON COUNTY COURT, , , , , , , LIVINGSTON COUNTY EMS, 3, , , , , , , , PO BOX 9150, , PADUCAH, KY, 420029150, US, 2707449600, 2707440834, 1227 IUKA RD, , SMITHLAND, KY, 420818930, US, 2709284212, 2709281199, 07/04/2005, 01/31/2013, , , , , LASHER, CHRIS, , JUDGE, 2709282162, 3416L0300X, 1422, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 55070056, 05, KY, , 590013861, 01, , RR MEDICARE, 56008600, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1902803182, 2, , <UNAVAIL>, CITY OF MAYFIELD OFFICE OF CITY CLERK, , , , , , , , , , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424315011, US, 2708248123, 2708248140, 104 N 6TH ST, , MAYFIELD, KY, 420661602, US, 2702516248, 2702519888, 07/04/2005, 02/22/2018, , , , , CREASON, JEREMY, , DIRECTOR, 2702516240, 3416L0300X, 1009, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 406590071, 01, , RR MEDICARE, 56004286, 05, KY, , 55042014, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1548267727, 2, , <UNAVAIL>, MEDICAL CENTER AMBULANCE SERVICE INC, , , , , , , , , , , , , , , , PO BOX 9150, , PADUCAH, KY, 420029150, US, 2707449600, 2707440834, 629 LAFFOON ST, , MADISONVILLE, KY, 424311624, US, 2708211294, 2708259452, 07/04/2005, 02/01/2013, , , , , LUCK, JONATHAN, , DIRECTOR OF OPERATIONS, 2708211294, 341600000X, 1413, KY, N, 3416L0300X, 1413, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56004351, 05, KY, , 55054035, 05, KY, , 4581387, 05, TN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1457358632, 2, , <UNAVAIL>, CITY OF PROVIDENCE OFFICE OF TREASURER, , , , , , , PROVIDENCE FIRE DEPT - EMS, 3, , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424315011, US, 2708248123, 2708248140, 220 N WILLOW ST, , PROVIDENCE, KY, 424501273, US, 2706672011, 2706672012, 07/04/2005, 10/24/2014, , , , , CURRY, BRAD, , DIRECTOR, 2706672011, 3416L0300X, 1331, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000213260, 01, KY, ANTHEM BLUE CROSS, 50009902, 01, KY, PASSPORT HEALTH - MA MCO, 631082, 01, KY, WELLCARE -  MA MCO, 56004658, 05, KY, , 086992600, 01, , FEDERAL BLACK LUNG PROGRAM, 93147, 01, KY, COVENTRY HEALTHCARE  - MA MCO, 55117014, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1184621369, 2, , <UNAVAIL>, WHITLEY COUNTY COUNTY TREASURER, , , , , , , WHITLEY COUNTY EMS, 3, , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424315011, US, 2708248123, 2708248140, 994 AVIATION BLVD, , WILLIAMSBURG, KY, 407699884, US, 6065390867, 6065399025, 07/04/2005, 06/11/2013, , , , , HARRISON, KELLY, , DIRECTOR, 6065390867, 3416L0300X, 1619, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56017866, 05, KY, , 55118053, 05, KY, , 205044500, 01, , FEDERAL BLACK LUNG PROGRAM, 000000191494, 01, KY, ANTHEM BLUE CROSS, 4582224, 05, TN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MS., , , , , , , , , , , , , , , , , , 
1710984992, 2, , <UNAVAIL>, TRIGG COUNTY HOSPITAL INC., , , , , , , TRIGG COUNTY AMBULANCE SERVICE, 3, , , , , , , , 40 HOSPITAL ST, , CADIZ, KY, 422117970, US, 2705223215, , 40 HOSPITAL ST, , CADIZ, KY, 422117970, US, 2705223215, , 07/04/2005, 10/11/2010, , , , , COLEMAN, ALISA, , DIRECTOR, 2705223215, 3416L0300X, 1366, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , P00253167, 01, , RR MEDICARE, 56004831, 05, KY, , 55111017, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1487651543, 2, , <UNAVAIL>, LYON COUNTY EMERGENCY AMBULANCE SERVICE, , , , , , , , , , , , , , , , PO BOX 9150, , PADUCAH, KY, 420029150, US, 2707449600, 2707440834, 236 COMMERCE STREET, , EDDYVILLE, KY, 420388294, US, 2703887167, 2703887588, 07/05/2005, 02/12/2018, , , , , REED, RANDY, , CHAIRMAN, 2703887167, 3416L0300X, 1368, KY, Y, 3416L0300X, , KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 56004245, 05, KY, , 590013090, 01, , RR MEDICARE, 55072011, 05, KY, , 000000221435, 01, KY, ANTHEM BLUE CROSS, 310933801, 01, , FEDERAL BLACK LUNG PROGRAM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1558368621, 2, , <UNAVAIL>, MCLEAN COUNTY TREASURER, , , , , , , , , , , , , , , , PO BOX 589, , MADISONVILLE, KY, 424315011, US, 2708248123, 2708248140, 200 HIGHWAY 81 N, , CALHOUN, KY, 423272102, US, 2702735848, 2702735899, 07/05/2005, 02/23/2018, , , , , THURMAN, STEVEN, K, JUDGE EXE., 2702733213, 3416L0300X, 1048, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070438, 01, KY, ANTHEM BLUE CROSS, 623483, 01, KY, WELLCARE,  MCO MEDICAID, 56004328, 05, KY, , 590012794, 01, , RR MEDICARE, 55075048, 05, KY, , 1401838, 01, , UMWA HEALTH & RETIREMENT, 0110783, 01, TN, BLUE CROSS BLUE SHIELD, 080016900, 01, , FEDERAL BLACK LUNG PROGRAM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , , , , , , , , , , , , , , , , , 
1285631259, 2, , <UNAVAIL>, DEK HEALTH ALLIANCE, , , , , , , APPALACHIAN MEDICAL, 3, , , , , , , , PO BOX 929, , MOUNT VERNON, KY, 404560929, US, 6062564013, 6062561242, 45 NEWCOMB AVE, , MOUNT VERNON, KY, 404562732, US, 6062564013, 6062561242, 07/05/2005, 07/08/2007, , , , , GIRDLER, REBECCA, , MANAGER, 6062564013, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90007998, 05, KY, , 000000334076, 01, KY, BLUE CROSS BLUE SHIELD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , MRS., , , , , , , , , , , , , , , , , , 
1265439210, 2, , <UNAVAIL>, MEDICAL SERVICES OF AMERICA INC, , , , , , , MEDI HOME CARE, 3, , , , , , , , PO BOX 1928, , LEXINGTON, SC, 290711928, US, 8039570500, 8883426190, 2337 ELIZABETHTOWN RD, , LEITCHFIELD, KY, 427549173, US, 2702596347, 2702594541, 07/06/2005, 02/29/2016, , , , , JEFFCOAT, CHRISTINA, M, VICE PRESIDENT, 8039570500, 332B00000X, , , Y, 333300000X, , , N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7100205340, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., , , , , , , , , , , , , , , , , , 
1205833043, 2, , <UNAVAIL>, MADISON COUNTY HEALTH DEPARTMENT, , , , , , , MEPCO HOME HEALTH AGENCY, 3, , , , , , , , 216 BOGGS LN, , RICHMOND, KY, 404752522, US, 8596233441, 8596264283, 216 BOGGS LN, , RICHMOND, KY, 404752522, US, 8596233441, 8596264283, 07/07/2005, 03/20/2015, , , , , DYER, BILLIE, , NURSING ADMINISTRATOR, 8596264501, 163WH0200X, , , N, 251E00000X, 150057, KY, Y, 252Y00000X, 150067, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 34002766, 05, KY, , 45344132, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MRS., JR., RN, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , , , 
1053318956, 2, , <UNAVAIL>, GAJERA AND PATEL PLLC, , , , , , , , , , , , , , , , 1717 HIGH ST, SUITE 1A, HOPKINSVILLE, KY, 42240, US, 2708850570, 2708850573, 1717 HIGH ST, SUITE 1A, HOPKINSVILLE, KY, 42240, US, 2708850570, 2708850573, 07/07/2005, 05/09/2008, , 07/08/2005, 05/10/2007, , GAJERA, RATILAL, G, OWNER, 2708850570, 207RH0003X, 31906, KY, Y, 207RX0202X, 22180, KY, N, 363LA2200X, 1073349, KY, N, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 64221807, 05, KY, , 000000315811, 01, KY, ANTHEM, 64319064, 05, KY, , 65941031, 05, KY, , P00076948, 01, KY, RAILROAD MEDICARE, 78006533, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , DR., , MD, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, 193200000X MULTI-SPECIALTY GROUP, , , , , , , , , , , , , 
1437156346, 2, , <UNAVAIL>, OUR LADY OF BELLEFONTE HOSPITAL INC, , , , , , , , , , , , , , , , 1000 ST. CHRISTOPHER DR, , ASHLAND, KY, 411017034, US, 6068333333, , 1000 ST. CHRISTOPHER DR, , ASHLAND, KY, 411017034, US, 6068333333, 6068333593, 07/07/2005, 10/16/2017, , , , , BUCHHEIT, JOE, A, CFO, 6068333399, 282N00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 01000082, 05, KY, , 6639203, 05, OH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , , , , , , , , , , , , , , , , , 
1932106663, 2, , <UNAVAIL>, PROFESSIONAL MEDICAL SUPPLY LLC, , , , , , , , , , , , , , , , 342 BOGLE ST, STE 1, SOMERSET, KY, 425032851, US, 6064510216, 6064511959, 342 BOGLE ST, STE 1, SOMERSET, KY, 425032851, US, 6064510216, 6064511959, 07/07/2005, 04/10/2012, , , , , MULLINS, FREDDY, C, MGR OWNER, 6064510216, 332B00000X, 182153, KY, Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 90013822, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , , , RRT, , , , , , , , , , , , , , , , 
1962400432, 2, , <UNAVAIL>, CAVE CITY RX CENTER, , , , , , , , , , , , , , , , PO BOX 596, , CAVE CITY, KY, 421270596, US, 2707732252, , 101 S DIXIE HWY, , CAVE CITY, KY, 421270596, US, 2707732252, , 07/08/2005, 08/27/2008, , , , , BRANSTETTER, MIKE, , OWNER, 2707732252, 332B00000X, , , Y, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 000000070098, 01, KY, DME, 90013665, 05, KY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , N, , , MR., , RPH, , , , , , , , , , , , , , , , 
